OBJECTID;FID_1;LATITUDE;LONGITUDE;BRIGHTNESS;SCAN;TRACK;ACQ_DATE;ACQ_TIME;SATELLITE;INSTRUMENT;CONFIDENCE;VERSION;BRIGHT_T31;FRP;DAYNIGHT;TYPE;ID;MinElevation;MeanElevation;MaxElevation;MinSlope;MeanSlope;MaxSlope;MeanAspect;DEMResolution;ProductName;Source;Source_URL
474;3218;-33,91095;19,01718;302,77;0,55;0,51;2021-02-25 0:00:00;0019;N20;VIIRS;n;2;287,99;4,71;N;0;474;628,15997;628,15997;628,15997;45,836723;45,836723;45,836723;349,1778;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
475;2585;-33,99783;18,89312;356,13;0,54;0,51;2020-12-07 0:00:00;0019;N20;VIIRS;n;2;294,59;7,99;N;0;475;347,57001;347,57001;347,57001;20,426054;20,426054;20,426054;266,27097;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
476;3292;-34,0106;19,02602;345,83;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;302,92;12,22;D;0;476;1259,7301;1259,7301;1259,7301;4,2456226;4,2456226;4,2456226;283,23395;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
477;2544;-33,96024;18,93184;334,33;0,4;0,6;2020-12-05 0:00:00;2258;N20;VIIRS;n;2;291,27;3,21;N;0;477;330,5;330,5;330,5;9,3002319;9,3002319;9,3002319;219,98524;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
478;3176;-33,96443;19,02681;340,65;0,55;0,51;2021-02-25 0:00:00;0019;N20;VIIRS;n;2;288,87;9,71;N;0;478;1268,3549;1268,3549;1268,3549;37,189701;37,189701;37,189701;307,29474;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
479;3101;-33,91453;19,03897;332,72;0,71;0,75;2021-02-24 0:00:00;2239;N20;VIIRS;n;2;287,37;27,15;N;0;479;727,54999;727,54999;727,54999;16,03853;16,03853;16,03853;282,79971;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
480;3199;-33,91136;19,02947;348,85;0,55;0,51;2021-02-25 0:00:00;0019;N20;VIIRS;n;2;292,26;59,74;N;0;480;704,46997;704,46997;704,46997;36,421982;36,421982;36,421982;65,96315;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
481;3485;-33,9692;18,97663;348,47;0,45;0,47;2021-02-27 0:00:00;1204;N20;VIIRS;n;2;304,58;10,82;D;0;481;1373,01;1373,01;1373,01;15,19523;15,19523;15,19523;18,578386;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
482;3239;-33,99287;19,03953;336,1;0,47;0,4;2021-02-26 0:00:00;0000;N20;VIIRS;n;2;288,35;6,42;N;0;482;817,90997;817,90997;817,90997;49,559444;49,559444;49,559444;8,2726173;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
483;3325;-33,99449;18,93367;350,81;0,42;0,38;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;302,03;8,49;D;0;483;867,07965;867,07965;867,07965;46,676651;46,676651;46,676651;4,3122368;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
484;3437;-33,95401;18,9255;334,41;0,39;0,36;2021-02-26 0:00:00;2342;N20;VIIRS;n;2;292,93;2,55;N;0;484;370,01999;370,01999;370,01999;23,7558;23,7558;23,7558;230,52583;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
485;2571;-33,98456;18,89143;299,07;0,54;0,51;2020-12-07 0:00:00;0019;N20;VIIRS;n;2;288,87;1,04;N;0;485;403,09641;403,09641;403,09641;27,277145;27,277145;27,277145;200,46297;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
486;6057;-33,96712;18,95053;303,32;0,35;0,57;2024-05-17 0:00:00;0027;N20;VIIRS;n;2;282,31;0,08;N;0;486;477,14999;477,14999;477,14999;10,000834;10,000834;10,000834;217,23651;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
487;3091;-33,94612;19,02348;335,48;0,44;0,46;2021-02-24 0:00:00;1300;N20;VIIRS;n;2;296,21;29,66;D;0;487;435,30002;435,30002;435,30002;32,029362;32,029362;32,029362;349,91629;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
488;3473;-33,99687;18,94424;308,6;0,39;0,36;2021-02-26 0:00:00;2342;N20;VIIRS;n;2;290,63;5,32;N;0;488;806,53998;806,53998;806,53998;14,027401;14,027401;14,027401;74,482368;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
489;3097;-33,96457;19,02501;311,77;0,71;0,75;2021-02-24 0:00:00;2239;N20;VIIRS;n;2;283,36;4,1;N;0;489;1247,1799;1247,1799;1247,1799;34,157711;34,157711;34,157711;3,395731;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
490;3365;-33,97565;18,94186;344,31;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;310,43;70,27;D;0;490;264,84;264,84;264,84;4,5947213;4,5947213;4,5947213;343,73502;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
491;3282;-33,98077;18,957;343,55;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;301,91;4,55;D;0;491;346,48001;346,48001;346,48001;9,1229897;9,1229897;9,1229897;202,01431;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
492;3313;-33,96905;18,96544;343,05;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;300,38;9,7;D;0;492;922;922;922;48,202526;48,202526;48,202526;205,62209;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
493;3453;-33,95609;18,93822;303,46;0,39;0,36;2021-02-26 0:00:00;2342;N20;VIIRS;n;2;293,34;1,05;N;0;493;448,0704;448,0704;448,0704;15,971461;15,971461;15,971461;198,48454;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
494;3180;-33,91189;19,02858;355,71;0,55;0,51;2021-02-25 0:00:00;0019;N20;VIIRS;n;2;294,5;44,61;N;0;494;760,84998;760,84998;760,84998;17,215794;17,215794;17,215794;68,607498;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
495;3312;-34,00414;18,96798;335,07;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;296,55;8,98;D;0;495;1082,78;1082,78;1082,78;16,558723;16,558723;16,558723;279,30206;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
496;6138;-33,99136;18,96585;343,2;0,79;0,78;2024-10-23 0:00:00;1125;N20;VIIRS;n;2;301,53;11,11;D;0;496;354,88;354,88;354,88;12,811457;12,811457;12,811457;353,01611;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
497;1269;-33,92474;19,0162;316,37;0,33;0,55;2019-03-27 0:00:00;2304;N20;VIIRS;n;2;286,89;4,14;N;0;497;1047,7899;1047,7899;1047,7899;11,248494;11,248494;11,248494;10,359062;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
498;2536;-33,96252;18,93518;352,12;0,39;0,6;2020-12-05 0:00:00;1319;N20;VIIRS;n;2;301,06;20,36;D;0;498;343,50998;343,50998;343,50998;11,83756;11,83756;11,83756;254,36816;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
499;3109;-33,92462;19,04238;313,59;0,71;0,75;2021-02-24 0:00:00;2239;N20;VIIRS;n;2;287,69;6,12;N;0;499;559,70001;559,70001;559,70001;22,920742;22,920742;22,920742;155,57588;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
500;3244;-33,99945;19,03231;296,24;0,47;0,4;2021-02-26 0:00:00;0000;N20;VIIRS;n;2;283,28;1,12;N;0;500;816,79999;816,79999;816,79999;25,162012;25,162012;25,162012;351,87479;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
501;3073;-33,94963;19,02794;336,74;0,44;0,46;2021-02-24 0:00:00;1300;N20;VIIRS;n;2;299,11;34,86;D;0;501;741,31;741,31;741,31;45,557632;45,557632;45,557632;24,03145;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
502;3318;-33,99683;18,94277;332,14;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;295,75;4,43;D;0;502;831,66998;831,66998;831,66998;17,083616;17,083616;17,083616;43,484535;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
503;3127;-33,96117;19,01872;309,88;0,71;0,75;2021-02-24 0:00:00;2239;N20;VIIRS;n;2;283,81;5,11;N;0;503;1110,9216;1110,9216;1110,9216;34,037189;34,037189;34,037189;29,119772;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
504;3090;-33,94507;19,02835;343,89;0,44;0,46;2021-02-24 0:00:00;1300;N20;VIIRS;n;2;315,45;35,09;D;0;504;396,88998;396,88998;396,88998;39,688835;39,688835;39,688835;5,5365644;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
505;3017;-33,95882;19,04892;367;0,52;0,67;2021-02-24 0:00:00;0038;N20;VIIRS;h;2;293,13;16,35;N;0;505;759,72998;759,72998;759,72998;44,523033;44,523033;44,523033;160,56622;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
506;3195;-33,91542;19,02143;337,26;0,55;0,51;2021-02-25 0:00:00;0019;N20;VIIRS;n;2;288,83;7,25;N;0;506;669,25;669,25;669,25;29,623957;29,623957;29,623957;356,71588;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
507;3347;-33,97109;18,92251;342,75;0,42;0,38;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;300,51;113,18;D;0;507;266,82001;266,82001;266,82001;9,4590578;9,4590578;9,4590578;35,421379;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
508;2901;-33,96802;19,05169;367;0,4;0,6;2021-02-23 0:00:00;2258;N20;VIIRS;h;2;289,44;18,57;N;0;508;744,35999;744,35999;744,35999;14,432952;14,432952;14,432952;356,72653;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
509;3327;-33,99505;18,92948;350,92;0,42;0,38;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;305,08;8,62;D;0;509;1136,5601;1136,5601;1136,5601;44,957123;44,957123;44,957123;54,569683;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
510;3125;-33,9707;19,02512;328,98;0,71;0,75;2021-02-24 0:00:00;2239;N20;VIIRS;n;2;283,27;3,67;N;0;510;1171,4801;1171,4801;1171,4801;27,18152;27,18152;27,18152;151,60413;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
511;3227;-33,94598;19,00438;348,85;0,41;0,37;2021-02-25 0:00:00;1241;N20;VIIRS;n;2;303,94;11,2;D;0;511;750,71002;750,71002;750,71002;27,202278;27,202278;27,202278;9,8125677;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
512;3166;-33,95815;19,00934;341,87;0,55;0,51;2021-02-25 0:00:00;0019;N20;VIIRS;n;2;286,57;17,62;N;0;512;1299,0901;1299,0901;1299,0901;17,521862;17,521862;17,521862;28,777695;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
513;2580;-33,9851;18,91141;296,47;0,55;0,51;2020-12-07 0:00:00;0019;N20;VIIRS;n;2;284,08;1,82;N;0;513;1109,03;1109,03;1109,03;23,231846;23,231846;23,231846;245,81821;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
514;2926;-33,94666;19,03718;298,2;0,4;0,6;2021-02-23 0:00:00;2258;N20;VIIRS;n;2;285,91;0,91;N;0;514;508,89001;508,89001;508,89001;33,360683;33,360683;33,360683;0,67494398;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
515;3263;-34,00606;18,99569;312,11;0,47;0,4;2021-02-26 0:00:00;0000;N20;VIIRS;n;2;284,2;2,54;N;0;515;651,88995;651,88995;651,88995;31,776569;31,776569;31,776569;350,73477;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
516;3446;-33,96967;18,97892;308,4;0,39;0,36;2021-02-26 0:00:00;2342;N20;VIIRS;n;2;287,5;0,57;N;0;516;1307,01;1307,01;1307,01;18,247023;18,247023;18,247023;119,35104;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
517;3451;-33,95871;18,93309;319,47;0,39;0,36;2021-02-26 0:00:00;2342;N20;VIIRS;n;2;294,16;1,19;N;0;517;349,49002;349,49002;349,49002;17,338039;17,338039;17,338039;165,7205;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
518;2573;-34,00045;18,91024;297,1;0,55;0,51;2020-12-07 0:00:00;0019;N20;VIIRS;n;2;286,76;2,61;N;0;518;890,58002;890,58002;890,58002;43,931038;43,931038;43,931038;348,46078;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
519;3126;-33,9637;19,02692;304,1;0,71;0,75;2021-02-24 0:00:00;2239;N20;VIIRS;n;2;282,61;3,67;N;0;519;1244,7549;1244,7549;1244,7549;30,985584;30,985584;30,985584;304,15201;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
520;3158;-33,99478;19,0451;299,09;0,55;0,51;2021-02-25 0:00:00;0019;N20;VIIRS;n;2;283,21;1,78;N;0;520;856,58002;856,58002;856,58002;68,341522;68,341522;68,341522;0,13880983;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
521;3138;-33,94962;19,00048;367;0,71;0,75;2021-02-24 0:00:00;2239;N20;VIIRS;h;2;286,98;14,79;N;0;521;966,97003;966,97003;966,97003;27,036476;27,036476;27,036476;31,4195;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
522;3521;-33,96226;18,98416;301,93;0,55;0,43;2021-02-27 0:00:00;2323;N20;VIIRS;n;2;291,27;0,93;N;0;522;799,01001;799,01001;799,01001;40,670948;40,670948;40,670948;350,73898;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
523;3265;-33,97765;18,98082;350,14;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;307,46;14,08;D;0;523;729,40997;729,40997;729,40997;28,289627;28,289627;28,289627;244,09424;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
524;2908;-33,96229;19,05223;367;0,4;0,6;2021-02-23 0:00:00;2258;N20;VIIRS;h;2;295,56;18,57;N;0;524;622,02002;622,02002;622,02002;40,73724;40,73724;40,73724;52,037388;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
525;3273;-33,96685;18,95506;332,22;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;300,23;61,95;D;0;525;499,01001;499,01001;499,01001;17,02071;17,02071;17,02071;220,36429;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
526;2949;-33,96825;19,05411;352,32;0,4;0,6;2021-02-23 0:00:00;2258;N20;VIIRS;n;2;303,55;26,9;N;0;526;787,04999;787,04999;787,04999;18,313904;18,313904;18,313904;290,95517;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
527;3284;-33,98483;18,95304;347,42;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;302,27;8,42;D;0;527;304,72;304,72;304,72;14,665915;14,665915;14,665915;15,672325;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
528;2870;-33,98761;19,07339;367;0,52;0,67;2021-02-23 0:00:00;1138;N20;VIIRS;h;2;303,92;21,93;D;0;528;1112,0299;1112,0299;1112,0299;15,607727;15,607727;15,607727;346,05331;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
529;3504;-33,96407;18,97761;318,36;0,55;0,43;2021-02-27 0:00:00;2323;N20;VIIRS;n;2;290,94;2,84;N;0;529;1227,01;1227,01;1227,01;36,76775;36,76775;36,76775;4,2037039;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
530;2858;-33,98582;19,07729;367;0,52;0,67;2021-02-23 0:00:00;1138;N20;VIIRS;h;2;301,69;15,73;D;0;530;989,02484;989,02484;989,02484;17,012648;17,012648;17,012648;54,042;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
531;2912;-33,96009;19,0455;327,15;0,4;0,6;2021-02-23 0:00:00;2258;N20;VIIRS;n;2;284,26;4,23;N;0;531;786,10999;786,10999;786,10999;29,802938;29,802938;29,802938;183,64244;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
532;3302;-34,00036;19,02329;341,41;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;303,19;13,16;D;0;532;1082,8151;1082,8151;1082,8151;36,066261;36,066261;36,066261;34,552925;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
533;3008;-33,94733;19,07058;341,1;0,52;0,67;2021-02-24 0:00:00;0038;N20;VIIRS;n;2;299,46;44,8;N;0;533;385,58002;385,58002;385,58002;22,127977;22,127977;22,127977;109,34599;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
534;1271;-33,92287;19,03054;318,47;0,32;0,55;2019-03-27 0:00:00;2304;N20;VIIRS;n;2;287,07;5,49;N;0;534;955,83002;955,83002;955,83002;26,923159;26,923159;26,923159;132,30203;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
535;3356;-33,98536;18,9222;337,5;0,42;0,38;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;297,87;86,02;D;0;535;824,48004;824,48004;824,48004;34,233154;34,233154;34,233154;32,03302;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
536;2911;-33,95566;19,05101;310,07;0,4;0,6;2021-02-23 0:00:00;2258;N20;VIIRS;n;2;285,91;4,23;N;0;536;815,58917;815,58917;815,58917;22,95895;22,95895;22,95895;69,13298;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
537;1293;-33,91875;19,027;341,12;0,64;0,72;2019-03-28 0:00:00;0045;N20;VIIRS;n;2;286,92;8,56;N;0;537;952,41998;952,41998;952,41998;21,570953;21,570953;21,570953;25,265541;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
538;3332;-34,00924;18,98303;354,94;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;299,97;9,66;D;0;538;1051,76;1051,76;1051,76;18,410254;18,410254;18,410254;353,26184;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
539;3371;-33,98471;18,9125;308,62;0,39;0,36;2021-02-26 0:00:00;2342;N20;VIIRS;n;2;287,83;0,47;N;0;539;1167,6289;1167,6289;1167,6289;7,3090649;7,3090649;7,3090649;314,35648;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
540;2896;-33,9726;19,04666;331,64;0,4;0,6;2021-02-23 0:00:00;2258;N20;VIIRS;n;2;284,26;4,63;N;0;540;878,88;878,88;878,88;28,372419;28,372419;28,372419;100,01578;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
541;3165;-33,95478;19,02595;318,28;0,55;0,51;2021-02-25 0:00:00;0019;N20;VIIRS;n;2;287,74;12,23;N;0;541;929,42438;929,42438;929,42438;25,159876;25,159876;25,159876;277,5574;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
542;3366;-33,97681;18,93305;348,97;0,42;0,38;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;316,64;27,41;D;0;542;316,14999;316,14999;316,14999;9,8660431;9,8660431;9,8660431;3,2208855;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
543;2853;-33,98602;19,07258;367;0,52;0,67;2021-02-23 0:00:00;1138;N20;VIIRS;h;2;301,96;17,4;D;0;543;1068,5072;1068,5072;1068,5072;15,54911;15,54911;15,54911;254,83553;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
544;3089;-33,94406;19,03304;334,12;0,44;0,46;2021-02-24 0:00:00;1300;N20;VIIRS;n;2;301,24;35,09;D;0;544;353,28;353,28;353,28;17,868034;17,868034;17,868034;340,71582;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
545;3304;-33,98014;18,96175;342,67;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;304,38;4,55;D;0;545;400,69998;400,69998;400,69998;9,7728386;9,7728386;9,7728386;230,11464;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
546;3374;-34,00089;18,94765;328,51;0,39;0,36;2021-02-26 0:00:00;2342;N20;VIIRS;n;2;292,2;1,89;N;0;546;627,08502;627,08502;627,08502;25,930096;25,930096;25,930096;21,193039;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
547;2547;-33,9555;18,93631;314,56;0,4;0,6;2020-12-05 0:00:00;2258;N20;VIIRS;n;2;287,03;3,21;N;0;547;493,04001;493,04001;493,04001;19,270802;19,270802;19,270802;181,75104;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
548;3014;-33,95298;19,05763;349,39;0,52;0,67;2021-02-24 0:00:00;0038;N20;VIIRS;n;2;288,99;44,8;N;0;548;803,99005;803,99005;803,99005;24,382391;24,382391;24,382391;126,79126;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
549;1287;-33,92313;19,02568;319,6;0,64;0,72;2019-03-28 0:00:00;0045;N20;VIIRS;n;2;285,12;4,96;N;0;549;1000,07;1000,07;1000,07;6,5691509;6,5691509;6,5691509;352,25064;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
550;3350;-33,98766;18,93165;336,14;0,42;0,38;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;299,39;5,65;D;0;550;794,10999;794,10999;794,10999;20,743069;20,743069;20,743069;33,310314;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
551;3481;-34,00717;18,95885;343,73;0,45;0,47;2021-02-27 0:00:00;1204;N20;VIIRS;n;2;303,44;4,12;D;0;551;977,71002;977,71002;977,71002;43,811043;43,811043;43,811043;36,350414;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
552;2998;-33,97246;19,07007;300,29;0,39;0,6;2021-02-23 0:00:00;2258;N20;VIIRS;n;2;284,08;1,86;N;0;552;407,00998;407,00998;407,00998;40,539791;40,539791;40,539791;136,95084;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
553;3049;-33,97203;19,06466;301,65;0,52;0,67;2021-02-24 0:00:00;0038;N20;VIIRS;n;2;287,8;7,81;N;0;553;616,02002;616,02002;616,02002;19,74037;19,74037;19,74037;207,29997;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
554;3295;-34,01147;18,99285;345,8;0,42;0,37;2021-02-26 0:00:00;1223;N20;VIIRS;n;2;307,86;14,03;D;0;554;1117,73;1117,73;1117,73;35,754581;35,754581;35,754581;316,39209;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
555;1275;-33,93189;19,02344;355,19;0,32;0,55;2019-03-27 0:00:00;2304;N20;VIIRS;n;2;291,81;9,84;N;0;555;942,13;942,13;942,13;26,957405;26,957405;26,957405;283,53708;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
556;3540;-34,02399;18,98046;309,17;0,33;0,55;2021-02-28 0:00:00;2304;N20;VIIRS;n;2;290,18;0,95;N;0;556;1156,15;1156,15;1156,15;36,424656;36,424656;36,424656;253,43163;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
