"","date_of_fire","latitude","longitude","time_of_fire","satellite","instrument","daynight","mean_elevation","mean_slope","mean_aspect","avg_windspeed","rain","avg_hum","avg_temp"
"1",2015-03-09,-33.9904,18.9618,1233,"Aqua","MODIS","D",333.38998,6.8753605,11.153393,1.48,0,56.12,23.415
"2",2015-03-09,-33.9918,18.9501,1233,"Aqua","MODIS","D",489.04001,24.486502,25.533884,1.48,0,56.12,23.415
"3",2015-03-09,-33.9861,18.96481,1313,"N","VIIRS","D",354.42999,26.104872,241.04404,1.48,0,56.12,23.415
"4",2015-03-09,-33.98401,18.95251,1313,"N","VIIRS","D",285.60001,3.2381499,265.92932,1.48,0,56.12,23.415
"5",2015-03-09,-33.98732,18.9595,1313,"N","VIIRS","D",311.15002,2.8548639,225.0443,1.48,0,56.12,23.415
"6",2015-03-09,-33.98276,18.95795,1313,"N","VIIRS","D",335.88998,5.077714,241.79395,1.48,0,56.12,23.415
"7",2015-03-09,-33.98868,18.95362,1313,"N","VIIRS","D",340.62997,10.873909,93.389938,1.48,0,56.12,23.415
"8",2015-03-09,-33.9757,18.9795,2157,"Terra","MODIS","N",720.60321,37.740047,163.00029,1.48,0,56.12,23.415
"9",2015-03-09,-33.9783,18.966,2157,"Terra","MODIS","N",510.90997,17.178654,237.26468,1.48,0,56.12,23.415
"10",2015-03-09,-33.97527,18.96515,2251,"N","VIIRS","N",579.28998,24.506601,287.61862,1.48,0,56.12,23.415
"11",2015-03-09,-33.9705,18.97299,2251,"N","VIIRS","N",1270.01,49.231461,207.9948,1.48,0,56.12,23.415
"12",2015-03-09,-34.00398,18.96715,2251,"N","VIIRS","N",1024.1799,45.846973,310.36096,1.48,0,56.12,23.415
"13",2015-03-09,-34.00641,18.97556,2251,"N","VIIRS","N",1043.4399,25.5233,61.167027,1.48,0,56.12,23.415
"14",2015-03-09,-34.0038,18.9801,2334,"Aqua","MODIS","N",818.90997,31.811035,31.590475,1.48,0,56.12,23.415
"15",2015-03-09,-33.9704,18.992,2334,"Aqua","MODIS","N",1066.01,59.149666,47.817017,1.48,0,56.12,23.415
"16",2015-03-10,-33.97806,18.98001,32,"N","VIIRS","N",692.20996,31.618298,285.97949,3.1,0,48.34,49.22
"17",2015-03-10,-34.00891,18.97154,32,"N","VIIRS","N",1097.52,19.032387,240.03726,3.1,0,48.34,49.22
"18",2015-03-10,-34.0092,18.97538,32,"N","VIIRS","N",1104.9299,22.459648,38.26709,3.1,0,48.34,49.22
"19",2015-03-10,-33.98996,18.99901,32,"N","VIIRS","N",1224.01,50.495747,217.34975,3.1,0,48.34,49.22
"20",2015-03-10,-33.9725,18.97572,32,"N","VIIRS","N",1257.01,55.679337,162.61076,3.1,0,48.34,49.22
"21",2015-03-10,-34.00927,18.97935,32,"N","VIIRS","N",1046.5499,14.386998,23.010689,3.1,0,48.34,49.22
"22",2015-03-10,-34.00357,18.97025,32,"N","VIIRS","N",1050.48,14.157155,122.24503,3.1,0,48.34,49.22
"23",2015-03-10,-34.00416,18.97803,32,"N","VIIRS","N",873.32996,27.506767,48.272087,3.1,0,48.34,49.22
"24",2015-03-10,-33.99497,18.99563,32,"N","VIIRS","N",811.07996,20.773512,196.42822,3.1,0,48.34,49.22
"25",2015-03-10,-33.97828,18.98284,32,"N","VIIRS","N",802.14001,21.54693,256.86069,3.1,0,48.34,49.22
"26",2015-03-10,-34.00952,18.97953,32,"N","VIIRS","N",1053.15,17.655634,23.835394,3.1,0,48.34,49.22
"27",2015-03-10,-33.97322,18.98555,32,"N","VIIRS","N",1013.01,64.962036,264.60013,3.1,0,48.34,49.22
"28",2015-03-10,-33.97278,18.97949,32,"N","VIIRS","N",928.01001,62.150146,151.42844,3.1,0,48.34,49.22
"29",2015-03-10,-33.97301,18.98263,32,"N","VIIRS","N",789.09161,18.751513,177.74789,3.1,0,48.34,49.22
"30",2015-03-10,-34.00336,18.96734,32,"N","VIIRS","N",1006.18,44.655628,304.42154,3.1,0,48.34,49.22
"31",2015-03-10,-33.98977,18.99642,32,"N","VIIRS","N",978.81,39.565125,269.71133,3.1,0,48.34,49.22
"32",2015-03-10,-34.00319,18.96723,32,"N","VIIRS","N",987.17999,44.342514,302.59177,3.1,0,48.34,49.22
"33",2015-03-10,-34.00339,18.97013,32,"N","VIIRS","N",1066.25,24.66375,113.96161,3.1,0,48.34,49.22
"34",2015-03-10,-34.00872,18.97132,32,"N","VIIRS","N",1094.88,18.272631,247.24577,3.1,0,48.34,49.22
"35",2015-03-10,-33.97222,18.97182,32,"N","VIIRS","N",1008.1712,49.115547,208.61357,3.1,0,48.34,49.22
"36",2015-03-10,-34.00392,18.97785,32,"N","VIIRS","N",881.52997,33.4687,89.844826,3.1,0,48.34,49.22
"37",2015-03-10,-34.00899,18.97519,32,"N","VIIRS","N",1101.9299,19.709364,39.559357,3.1,0,48.34,49.22
"38",2015-03-10,-33.9888,18.9249,2102,"Terra","MODIS","N",968.40002,29.410809,21.395866,3.1,0,48.34,49.22
"39",2015-03-10,-33.9964,18.9005,2102,"Terra","MODIS","N",491.96002,28.089111,0.45089602,3.1,0,48.34,49.22
"40",2015-03-10,-33.9871,18.9477,2102,"Terra","MODIS","N",396.49002,20.848362,16.276691,3.1,0,48.34,49.22
"41",2015-03-10,-33.9848,18.9783,2102,"Terra","MODIS","N",596.73999,26.472256,253.84756,3.1,0,48.34,49.22
"42",2015-03-10,-34.0061,18.9622,2102,"Terra","MODIS","N",806.49518,27.260811,20.479109,3.1,0,48.34,49.22
"43",2015-03-10,-33.9732,18.9461,2102,"Terra","MODIS","N",312.09,9.1680307,185.5396,3.1,0,48.34,49.22
"44",2015-03-10,-33.9926,18.9552,2102,"Terra","MODIS","N",372.00998,13.527527,354.16226,3.1,0,48.34,49.22
"45",2015-03-10,-34.0007,18.9532,2102,"Terra","MODIS","N",585.60999,27.964941,22.570158,3.1,0,48.34,49.22
"46",2015-03-10,-33.9752,18.9201,2102,"Terra","MODIS","N",444.20999,34.700161,66.52375,3.1,0,48.34,49.22
"47",2015-03-10,-33.9941,18.9331,2102,"Terra","MODIS","N",858.17999,36.995583,34.611256,3.1,0,48.34,49.22
"48",2015-03-11,-33.97788,18.96915,13,"N","VIIRS","N",632.89001,30.690399,307.10013,4.15,0,43.38,25.12
"49",2015-03-11,-33.9609,18.92563,13,"N","VIIRS","N",261.20001,11.578734,237.37712,4.15,0,43.38,25.12
"50",2015-03-11,-33.98192,18.96924,13,"N","VIIRS","N",582.97998,16.101452,182.10855,4.15,0,43.38,25.12
"51",2015-03-11,-33.98028,18.99051,13,"N","VIIRS","N",960.93524,57.68383,218.41801,4.15,0,43.38,25.12
"52",2015-03-11,-34.00296,18.95739,13,"N","VIIRS","N",795.59479,37.659058,320.54755,4.15,0,43.38,25.12
"53",2015-03-11,-34.00095,18.9388,13,"N","VIIRS","N",1101.5654,18.686472,193.6911,4.15,0,43.38,25.12
"54",2015-03-11,-33.97606,18.95295,13,"N","VIIRS","N",348.97,10.840327,212.21655,4.15,0,43.38,25.12
"55",2015-03-11,-33.97667,18.95842,13,"N","VIIRS","N",401.34003,23.457232,203.06427,4.15,0,43.38,25.12
"56",2015-03-11,-33.97476,18.94147,13,"N","VIIRS","N",256.64001,6.4095922,6.0646448,4.15,0,43.38,25.12
"57",2015-03-11,-33.96642,18.90342,13,"N","VIIRS","N",683.03003,35.624626,51.488899,4.15,0,43.38,25.12
"58",2015-03-11,-33.9813,18.96377,13,"N","VIIRS","N",418.29999,8.9157009,206.034,4.15,0,43.38,25.12
"59",2015-03-11,-33.97574,18.98603,13,"N","VIIRS","N",1022.01,44.718163,219.16682,4.15,0,43.38,25.12
"60",2015-03-11,-33.98642,18.93784,13,"N","VIIRS","N",482.56,25.930298,70.221161,4.15,0,43.38,25.12
"61",2015-03-11,-34.00687,18.95629,13,"N","VIIRS","N",1043.9301,43.874878,7.1152816,4.15,0,43.38,25.12
"62",2015-03-11,-33.96806,18.9178,13,"N","VIIRS","N",375.12,28.794579,71.723053,4.15,0,43.38,25.12
"63",2015-03-11,-33.96024,18.91978,13,"N","VIIRS","N",203.08,3.3010008,43.521221,4.15,0,43.38,25.12
"64",2015-03-11,-33.971,18.90831,13,"N","VIIRS","N",774.19,33.236752,24.074047,4.15,0,43.38,25.12
"65",2015-03-11,-33.97939,18.94679,13,"N","VIIRS","N",278.83002,4.1785512,347.44528,4.15,0,43.38,25.12
"66",2015-03-11,-33.97563,18.91372,13,"N","VIIRS","N",661.53003,43.107952,21.448774,4.15,0,43.38,25.12
"67",2015-03-11,-34.00407,18.95141,13,"N","VIIRS","N",795.34003,33.620804,13.243766,4.15,0,43.38,25.12
"68",2015-03-11,-33.98068,18.95825,13,"N","VIIRS","N",363.47,11.652098,208.15434,4.15,0,43.38,25.12
"69",2015-03-11,-33.9569,18.92581,13,"N","VIIRS","N",320.54999,20.265627,188.39049,4.15,0,43.38,25.12
"70",2015-03-11,-34.00267,18.93924,13,"N","VIIRS","N",955.2984,35.629002,196.52429,4.15,0,43.38,25.12
"71",2015-03-11,-34.00538,18.96292,13,"N","VIIRS","N",778.49518,25.48156,302.89661,4.15,0,43.38,25.12
"72",2015-03-11,-33.98005,18.95263,13,"N","VIIRS","N",296.39001,8.6070824,225.55391,4.15,0,43.38,25.12
"73",2015-03-11,-33.98718,18.94446,13,"N","VIIRS","N",437.96002,26.511097,335.79794,4.15,0,43.38,25.12
"74",2015-03-11,-33.97016,18.93636,13,"N","VIIRS","N",261.48999,10.327825,329.58142,4.15,0,43.38,25.12
"75",2015-03-11,-34.00475,18.95736,13,"N","VIIRS","N",923.33002,35.696915,328.84915,4.15,0,43.38,25.12
"76",2015-03-11,-33.98376,18.98557,13,"N","VIIRS","N",699.33002,18.98665,209.33893,4.15,0,43.38,25.12
"77",2015-03-11,-33.9979,18.93279,13,"N","VIIRS","N",1231.49,31.388239,356.14496,4.15,0,43.38,25.12
"78",2015-03-11,-34.00867,18.95647,13,"N","VIIRS","N",1082.36,47.646595,229.31242,4.15,0,43.38,25.12
"79",2015-03-11,-33.98711,18.92247,13,"N","VIIRS","N",916.98004,19.881401,19.820992,4.15,0,43.38,25.12
"80",2015-03-11,-33.99022,18.93587,13,"N","VIIRS","N",649.59003,32.112553,84.228348,4.15,0,43.38,25.12
"81",2015-03-11,-33.98466,18.95782,13,"N","VIIRS","N",328.53,1.2006022,256.87708,4.15,0,43.38,25.12
"82",2015-03-11,-34.00024,18.93226,13,"N","VIIRS","N",1184.24,44.117443,184.45387,4.15,0,43.38,25.12
"83",2015-03-11,-33.9708,18.94206,13,"N","VIIRS","N",299.75,9.6558294,235.11183,4.15,0,43.38,25.12
"84",2015-03-11,-33.97021,18.90138,13,"N","VIIRS","N",1147.37,21.594437,45.984447,4.15,0,43.38,25.12
"85",2015-03-11,-34.00358,18.96306,13,"N","VIIRS","N",710.09277,23.36841,1.3818454,4.15,0,43.38,25.12
"86",2015-03-11,-33.99621,18.93209,13,"N","VIIRS","N",1087.5035,39.90797,14.262787,4.15,0,43.38,25.12
"87",2015-03-11,-33.98798,18.91635,13,"N","VIIRS","N",1105.65,45.176289,33.799313,4.15,0,43.38,25.12
"88",2015-03-11,-33.96154,18.93134,13,"N","VIIRS","N",283.57999,24.652975,196.071,4.15,0,43.38,25.12
"89",2015-03-11,-33.98484,18.92409,13,"N","VIIRS","N",764.98004,32.517193,355.73602,4.15,0,43.38,25.12
"90",2015-03-11,-33.98643,18.91608,13,"N","VIIRS","N",1025.88,28.961178,55.40522,4.15,0,43.38,25.12
"91",2015-03-11,-33.97649,18.92123,13,"N","VIIRS","N",494.70999,35.965916,346.49869,4.15,0,43.38,25.12
"92",2015-03-11,-34.00165,18.94533,13,"N","VIIRS","N",740.65002,32.252781,29.205439,4.15,0,43.38,25.12
"93",2015-03-11,-33.9987,18.93971,13,"N","VIIRS","N",973.96997,30.872234,38.25872,4.15,0,43.38,25.12
"94",2015-03-11,-33.98027,18.91919,13,"N","VIIRS","N",714.46997,30.270727,50.922508,4.15,0,43.38,25.12
"95",2015-03-11,-33.98931,18.94294,13,"N","VIIRS","N",505.85001,36.051983,330.16199,4.15,0,43.38,25.12
"96",2015-03-11,-33.96486,18.92509,13,"N","VIIRS","N",219.35001,3.374285,300.51254,4.15,0,43.38,25.12
"97",2015-03-11,-33.98596,18.96927,13,"N","VIIRS","N",441.08002,26.364677,164.18201,4.15,0,43.38,25.12
"98",2015-03-11,-33.97542,18.94731,13,"N","VIIRS","N",289.98999,6.5714917,221.1312,4.15,0,43.38,25.12
"99",2015-03-11,-33.99041,18.91579,13,"N","VIIRS","N",974.10004,41.010811,196.3558,4.15,0,43.38,25.12
"100",2015-03-11,-33.99775,18.94656,13,"N","VIIRS","N",638.91998,40.133434,118.28448,4.15,0,43.38,25.12
"101",2015-03-11,-33.99105,18.92163,13,"N","VIIRS","N",1049.03,38.867359,220.81511,4.15,0,43.38,25.12
"102",2015-03-11,-33.98335,18.91097,13,"N","VIIRS","N",1167.1801,24.303106,222.89516,4.15,0,43.38,25.12
"103",2015-03-11,-33.98778,18.98546,13,"N","VIIRS","N",703.27002,13.969577,279.64203,4.15,0,43.38,25.12
"104",2015-03-11,-33.99398,18.93368,13,"N","VIIRS","N",828.67963,26.831701,30.867027,4.15,0,43.38,25.12
"105",2015-03-11,-33.9841,18.91752,13,"N","VIIRS","N",911.69,31.552328,57.154003,4.15,0,43.38,25.12
"106",2015-03-11,-33.97869,18.94065,13,"N","VIIRS","N",297.78,8.9517574,357.14526,4.15,0,43.38,25.12
"107",2015-03-11,-33.97338,18.92925,13,"N","VIIRS","N",372.77002,13.143536,10.914518,4.15,0,43.38,25.12
"108",2015-03-11,-33.9748,18.90647,13,"N","VIIRS","N",1009.28,21.837343,43.747791,4.15,0,43.38,25.12
"109",2015-03-11,-34.00339,18.94547,13,"N","VIIRS","N",851.25,36.805557,28.683754,4.15,0,43.38,25.12
"110",2015-03-11,-33.97411,18.90038,13,"N","VIIRS","N",1024.59,10.334932,204.92009,4.15,0,43.38,25.12
"111",2015-03-11,-33.97408,18.93544,13,"N","VIIRS","N",249.56999,6.8646426,9.2120838,4.15,0,43.38,25.12
"112",2015-03-11,-33.97723,18.92776,13,"N","VIIRS","N",463.84,32.32378,13.723665,4.15,0,43.38,25.12
"113",2015-03-11,-34.00625,18.9506,13,"N","VIIRS","N",951.06995,31.988327,206.53383,4.15,0,43.38,25.12
"114",2015-03-11,-33.99166,18.9273,13,"N","VIIRS","N",1049.95,42.835716,28.129278,4.15,0,43.38,25.12
"115",2015-03-11,-33.98858,18.93618,13,"N","VIIRS","N",617.10999,32.919403,72.364288,4.15,0,43.38,25.12
"116",2015-03-11,-33.99949,18.94659,13,"N","VIIRS","N",614.59998,25.270147,24.297232,4.15,0,43.38,25.12
"117",2015-03-11,-33.98531,18.96357,13,"N","VIIRS","N",359.42999,17.547462,215.55858,4.15,0,43.38,25.12
"118",2015-03-11,-33.9887,18.92265,13,"N","VIIRS","N",984.56995,26.840858,0.013562445,4.15,0,43.38,25.12
"119",2015-03-11,-33.98781,18.92894,13,"N","VIIRS","N",820.92999,27.158289,20.556902,4.15,0,43.38,25.12
"120",2015-03-11,-33.99264,18.92193,13,"N","VIIRS","N",948.48004,31.436598,219.07733,4.15,0,43.38,25.12
"121",2015-03-11,-33.98105,18.926,13,"N","VIIRS","N",622.46997,5.5030103,324.3822,4.15,0,43.38,25.12
"122",2015-03-11,-33.99719,18.92662,13,"N","VIIRS","N",1141.84,46.892105,276.99292,4.15,0,43.38,25.12
"123",2015-03-11,-33.99237,18.93392,13,"N","VIIRS","N",792.83002,35.232876,66.758301,4.15,0,43.38,25.12
"124",2015-03-11,-33.984,18.9519,13,"N","VIIRS","N",288.80002,4.9949841,24.977444,4.15,0,43.38,25.12
"125",2015-03-11,-33.98429,18.99036,13,"N","VIIRS","N",843.15637,21.487507,233.19977,4.15,0,43.38,25.12
"126",2015-03-11,-33.9833,18.94571,13,"N","VIIRS","N",313.94,8.6846218,15.057849,4.15,0,43.38,25.12
"127",2015-03-11,-33.99557,18.9263,13,"N","VIIRS","N",1099.2592,32.263725,267.26102,4.15,0,43.38,25.12
"128",2015-03-11,-33.97943,18.91189,13,"N","VIIRS","N",1060.99,26.822014,96.376038,4.15,0,43.38,25.12
"129",2015-03-11,-34.00748,18.96183,13,"N","VIIRS","N",895.54004,32.428387,32.346649,4.15,0,43.38,25.12
"130",2015-03-11,-33.97268,18.92307,13,"N","VIIRS","N",284.23999,18.929329,55.085331,4.15,0,43.38,25.12
"131",2015-03-11,-33.98561,18.93075,13,"N","VIIRS","N",715.02002,20.334517,355.25757,4.15,0,43.38,25.12
"132",2015-03-11,-33.97143,18.94764,13,"N","VIIRS","N",357.75,15.897034,146.09738,4.15,0,43.38,25.12
"133",2015-03-11,-33.97187,18.91599,13,"N","VIIRS","N",423.29001,31.527163,97.075798,4.15,0,43.38,25.12
"134",2015-03-11,-33.96617,18.93672,13,"N","VIIRS","N",322.87997,13.287391,196.44055,4.15,0,43.38,25.12
"135",2015-03-11,-33.98791,18.95093,13,"N","VIIRS","N",413.20999,21.164248,30.364855,4.15,0,43.38,25.12
"136",2015-03-11,-33.97974,18.9857,13,"N","VIIRS","N",848.69,23.168587,205.53122,4.15,0,43.38,25.12
"137",2015-03-11,-33.98833,18.99031,13,"N","VIIRS","N",835.66998,25.35689,227.31993,4.15,0,43.38,25.12
"138",2015-03-11,-33.96947,18.9303,13,"N","VIIRS","N",268.66,26.978073,359.5965,4.15,0,43.38,25.12
"139",2015-03-11,-33.98181,18.93268,13,"N","VIIRS","N",562.22003,26.447845,38.186638,4.15,0,43.38,25.12
"140",2015-03-11,-33.99002,18.94963,13,"N","VIIRS","N",423.94,29.286932,164.0016,4.15,0,43.38,25.12
"141",2015-03-11,-33.97205,18.95315,13,"N","VIIRS","N",447.88,32.827137,212.97641,4.15,0,43.38,25.12
"142",2015-03-11,-33.96552,18.93093,13,"N","VIIRS","N",251.00999,4.0934768,354.0484,4.15,0,43.38,25.12
"143",2015-03-11,-33.9688,18.9243,13,"N","VIIRS","N",231.83,10.601484,292.81714,4.15,0,43.38,25.12
"144",2015-03-11,-33.98258,18.9394,13,"N","VIIRS","N",365.10001,20.359953,33.872986,4.15,0,43.38,25.12
"145",2015-03-11,-33.96725,18.91068,13,"N","VIIRS","N",496.7352,34.371101,71.687683,4.15,0,43.38,25.12
"146",2015-03-11,-33.96418,18.91908,13,"N","VIIRS","N",241.58,16.0807,32.30497,4.15,0,43.38,25.12
"147",2015-03-11,-33.97797,18.93431,13,"N","VIIRS","N",353.20999,20.097076,349.47815,4.15,0,43.38,25.12
"148",2015-03-11,-33.96346,18.91267,13,"N","VIIRS","N",291.84,15.159026,354.36118,4.15,0,43.38,25.12
"149",2015-03-11,-33.9668,18.94233,13,"N","VIIRS","N",332.5,15.659333,204.25648,4.15,0,43.38,25.12
"150",2015-03-11,-33.95626,18.92021,13,"N","VIIRS","N",264.63,11.502242,304.05417,4.15,0,43.38,25.12
"151",2015-03-11,-33.99325,18.92733,13,"N","VIIRS","N",1137.4299,31.222677,20.640936,4.15,0,43.38,25.12
"152",2015-03-11,-33.97867,18.9052,13,"N","VIIRS","N",1150.27,19.194468,43.699608,4.15,0,43.38,25.12
"153",2015-03-11,-33.9594,18.9181,17,"Aqua","MODIS","N",204.87999,10.272147,205.67403,4.15,0,43.38,25.12
"154",2015-03-11,-33.986,18.9616,17,"Aqua","MODIS","N",332.30002,7.2613187,164.85985,4.15,0,43.38,25.12
"155",2015-03-11,-33.9843,18.9456,17,"Aqua","MODIS","N",338.14001,12.006845,12.438212,4.15,0,43.38,25.12
"156",2015-03-11,-33.9948,18.941,17,"Aqua","MODIS","N",838.37,24.806782,61.666645,4.15,0,43.38,25.12
"157",2015-03-11,-33.9719,18.9321,17,"Aqua","MODIS","N",273.87,33.342876,56.300728,4.15,0,43.38,25.12
"158",2015-03-11,-33.9735,18.9476,17,"Aqua","MODIS","N",313.26999,7.268919,205.01114,4.15,0,43.38,25.12
"159",2015-03-11,-33.9824,18.9279,17,"Aqua","MODIS","N",662.81,19.593863,38.492188,4.15,0,43.38,25.12
"160",2015-03-11,-33.9804,18.9096,17,"Aqua","MODIS","N",1118.51,10.157779,325.4559,4.15,0,43.38,25.12
"161",2015-03-11,-33.968,18.8964,17,"Aqua","MODIS","N",1080.28,27.675751,13.838723,4.15,0,43.38,25.12
"162",2015-03-11,-33.975,18.9618,17,"Aqua","MODIS","N",517.95996,17.243643,189.79883,4.15,0,43.38,25.12
"163",2015-03-11,-33.961,18.9333,17,"Aqua","MODIS","N",317.70001,8.8190088,250.63133,4.15,0,43.38,25.12
"164",2015-03-11,-33.9765,18.9758,17,"Aqua","MODIS","N",775.10004,47.284908,167.17325,4.15,0,43.38,25.12
"165",2015-03-11,-33.9929,18.9238,17,"Aqua","MODIS","N",1007.15,38.054111,242.7482,4.15,0,43.38,25.12
"166",2015-03-11,-33.97,18.9145,17,"Aqua","MODIS","N",534,29.755779,56.244564,4.15,0,43.38,25.12
"167",2015-03-11,-33.9625,18.9478,17,"Aqua","MODIS","N",475.30002,20.961754,224.80605,4.15,0,43.38,25.12
"168",2015-03-11,-33.9734,18.9393,804,"Terra","MODIS","D",265.51001,11.446825,198.73363,4.15,0,43.38,25.12
"169",2015-03-11,-33.9629,18.8985,804,"Terra","MODIS","D",734.13562,39.048027,62.907978,4.15,0,43.38,25.12
"170",2015-03-11,-33.9719,18.9494,804,"Terra","MODIS","D",348.25,8.7992887,210.66109,4.15,0,43.38,25.12
"171",2015-03-11,-33.9506,18.9419,942,"Terra","MODIS","D",699.62,38.849728,212.41754,4.15,0,43.38,25.12
"172",2015-03-11,-33.9696,18.9481,942,"Terra","MODIS","D",391.57999,7.7151542,234.15793,4.15,0,43.38,25.12
"173",2015-03-11,-33.9536,18.9908,942,"Terra","MODIS","D",1091.8101,44.471825,206.94041,4.15,0,43.38,25.12
"174",2015-03-11,-33.9702,18.9806,942,"Terra","MODIS","D",1243.01,49.716599,136.26643,4.15,0,43.38,25.12
"175",2015-03-11,-33.9713,18.9847,942,"Terra","MODIS","D",953.01001,46.574352,212.87067,4.15,0,43.38,25.12
"176",2015-03-11,-33.9516,18.946,942,"Terra","MODIS","D",751.34003,37.512001,196.90807,4.15,0,43.38,25.12
"177",2015-03-11,-33.9686,18.9443,942,"Terra","MODIS","D",356.87,8.706131,262.55826,4.15,0,43.38,25.12
"178",2015-03-11,-33.9594,18.9516,1220,"Aqua","MODIS","D",734.64001,41.857529,197.34576,4.15,0,43.38,25.12
"179",2015-03-11,-33.9689,18.9577,1220,"Aqua","MODIS","D",552.65002,26.23456,237.91251,4.15,0,43.38,25.12
"180",2015-03-11,-34.0078,18.9106,1220,"Aqua","MODIS","D",911.07758,39.898609,200.63527,4.15,0,43.38,25.12
"181",2015-03-11,-33.9708,18.9372,1220,"Aqua","MODIS","D",268.04001,9.310894,258.9126,4.15,0,43.38,25.12
"182",2015-03-11,-34.0137,18.9671,1220,"Aqua","MODIS","D",1107.6801,23.623795,255.95013,4.15,0,43.38,25.12
"183",2015-03-11,-33.9709,18.9512,1220,"Aqua","MODIS","D",410.03,14.950603,309.03452,4.15,0,43.38,25.12
"184",2015-03-11,-33.9966,18.9085,1220,"Aqua","MODIS","D",629.98004,36.769276,355.66022,4.15,0,43.38,25.12
"185",2015-03-11,-33.95946,18.95216,1235,"N","VIIRS","D",716.84003,38.018703,187.90352,4.15,0,43.38,25.12
"186",2015-03-11,-34.01094,18.96237,1235,"N","VIIRS","D",1080.45,23.01095,46.393974,4.15,0,43.38,25.12
"187",2015-03-11,-33.96427,18.96647,1235,"N","VIIRS","D",971.0072,50.884983,243.63686,4.15,0,43.38,25.12
"188",2015-03-11,-33.98961,18.91081,1235,"N","VIIRS","D",751.71997,34.990726,203.02371,4.15,0,43.38,25.12
"189",2015-03-11,-33.96197,18.93494,1235,"N","VIIRS","D",343.30002,7.4206333,317.53784,4.15,0,43.38,25.12
"190",2015-03-11,-33.96072,18.94351,1235,"N","VIIRS","D",477.0928,16.525881,325.39832,4.15,0,43.38,25.12
"191",2015-03-11,-33.96554,18.9578,1235,"N","VIIRS","D",581.27002,18.269949,230.98637,4.15,0,43.38,25.12
"192",2015-03-11,-34.00364,18.91726,1235,"N","VIIRS","D",1026.5801,11.003103,240.27187,4.15,0,43.38,25.12
"193",2015-03-11,-33.96218,18.95714,1235,"N","VIIRS","D",723.14001,32.228539,229.31284,4.15,0,43.38,25.12
"194",2015-03-11,-33.99695,18.91575,1235,"N","VIIRS","D",724.83002,26.950478,352.98358,4.15,0,43.38,25.12
"195",2015-03-11,-33.96345,18.94847,1235,"N","VIIRS","D",466.52002,22.280235,252.76711,4.15,0,43.38,25.12
"196",2015-03-11,-33.99421,18.91072,1235,"N","VIIRS","D",552.31,34.482967,223.63367,4.15,0,43.38,25.12
"197",2015-03-11,-33.9649,18.96215,1235,"N","VIIRS","D",732.97156,45.695461,313.9389,4.15,0,43.38,25.12
"198",2015-03-11,-33.96743,18.94481,1235,"N","VIIRS","D",349.26999,9.7818556,281.48022,4.15,0,43.38,25.12
"199",2015-03-11,-33.96532,18.9356,1235,"N","VIIRS","D",301.67999,17.488844,278.07043,4.15,0,43.38,25.12
"200",2015-03-11,-33.9689,18.95843,1235,"N","VIIRS","D",585.72681,22.512503,246.53624,4.15,0,43.38,25.12
"201",2015-03-11,-33.9561,18.95151,1235,"N","VIIRS","D",770.008,36.808937,233.79192,4.15,0,43.38,25.12
"202",2015-03-11,-33.99298,18.9114,1235,"N","VIIRS","D",640.48999,37.54818,199.65564,4.15,0,43.38,25.12
"203",2015-03-11,-33.96155,18.96146,1235,"N","VIIRS","D",937.95001,54.203884,202.65112,4.15,0,43.38,25.12
"204",2015-03-11,-33.96681,18.94912,1235,"N","VIIRS","D",455.97998,23.835173,304.01086,4.15,0,43.38,25.12
"205",2015-03-11,-33.96408,18.94416,1235,"N","VIIRS","D",374.92999,19.713366,306.99023,4.15,0,43.38,25.12
"206",2015-03-11,-34.00029,18.91651,1235,"N","VIIRS","D",898.19495,24.966249,351.33157,4.15,0,43.38,25.12
"207",2015-03-11,-33.9936,18.91505,1235,"N","VIIRS","D",689.57001,49.019508,196.54144,4.15,0,43.38,25.12
"208",2015-03-11,-33.98479,18.89651,1235,"N","VIIRS","D",693.43677,39.248398,326.75671,4.15,0,43.38,25.12
"209",2015-03-11,-33.95821,18.96071,1235,"N","VIIRS","D",957.28003,36.119377,344.12686,4.15,0,43.38,25.12
"210",2015-03-11,-33.97079,18.94547,1235,"N","VIIRS","D",347.96002,9.9949369,235.39034,4.15,0,43.38,25.12
"211",2015-03-11,-33.97836,18.96464,1235,"N","VIIRS","D",503.31,30.390079,166.39629,4.15,0,43.38,25.12
"212",2015-03-11,-33.97807,18.89523,1235,"N","VIIRS","D",766.89001,54.957458,260.90302,4.15,0,43.38,25.12
"213",2015-03-11,-33.96281,18.95281,1235,"N","VIIRS","D",615.30005,26.559509,218.20432,4.15,0,43.38,25.12
"214",2015-03-11,-33.95883,18.95646,1235,"N","VIIRS","D",1057.0592,32.082748,219.35336,4.15,0,43.38,25.12
"215",2015-03-11,-33.96763,18.9671,1235,"N","VIIRS","D",1182.01,35.999409,270.09143,4.15,0,43.38,25.12
"216",2015-03-11,-33.96618,18.95344,1235,"N","VIIRS","D",518.56,25.722891,132.81242,4.15,0,43.38,25.12
"217",2015-03-11,-33.96826,18.96278,1235,"N","VIIRS","D",784.1004,33.992229,248.7323,4.15,0,43.38,25.12
"218",2015-03-11,-33.96134,18.93922,1235,"N","VIIRS","D",426.35001,11.562426,350.06146,4.15,0,43.38,25.12
