"","date_of_fire","latitude","longitude","time_of_fire","satellite","instrument","daynight","mean_elevation","mean_slope","mean_aspect","avg_windspeed","rain","avg_hum","avg_temp"
"444",2019-03-27,-33.9224,19.0339,2340,"Aqua","MODIS","N",825.37,22.599398,78.802933,1.71,0,56.75,21.945
"445",2019-03-27,-33.9199,19.02,2340,"Aqua","MODIS","N",813.25,13.026647,41.705673,1.71,0,56.75,21.945
"446",2019-03-27,-33.91916,19.02808,2354,"N","VIIRS","N",932.85004,15.861657,43.896793,1.71,0,56.75,21.945
"447",2019-03-27,-33.93583,19.02023,2354,"N","VIIRS","N",797.59998,34.296177,137.99458,1.71,0,56.75,21.945
"448",2019-03-27,-33.92949,19.02581,2354,"N","VIIRS","N",1037.92,25.612713,112.04352,1.71,0,56.75,21.945
"449",2019-03-27,-33.92258,19.0272,2354,"N","VIIRS","N",980.10999,11.362463,57.118435,1.71,0,56.75,21.945
"450",2019-03-27,-33.92821,19.01652,2354,"N","VIIRS","N",1076.13,27.204506,78.578346,1.71,0,56.75,21.945
"451",2019-03-27,-33.91452,19.02023,2354,"N","VIIRS","N",665.75519,33.214188,68.023415,1.71,0,56.75,21.945
"452",2019-03-27,-33.91854,19.02365,2354,"N","VIIRS","N",941.33276,33.401936,281.02194,1.71,0,56.75,21.945
"453",2019-03-27,-33.9365,19.02503,2354,"N","VIIRS","N",771.90558,37.609375,164.1105,1.71,0,56.75,21.945
"454",2019-03-27,-33.93299,19.02539,2354,"N","VIIRS","N",952.54004,4.3629909,222.52721,1.71,0,56.75,21.945
"455",2019-03-27,-33.93365,19.03012,2354,"N","VIIRS","N",899.61804,5.9495082,292.13394,1.71,0,56.75,21.945
"456",2019-03-27,-33.92323,19.03186,2354,"N","VIIRS","N",880.03003,30.108831,150.14909,1.71,0,56.75,21.945
"457",2019-03-27,-33.93014,19.03043,2354,"N","VIIRS","N",946.89001,20.991329,151.79849,1.71,0,56.75,21.945
"458",2019-03-27,-33.92197,19.02273,2354,"N","VIIRS","N",914.94,16.855406,297.81482,1.71,0,56.75,21.945
"459",2019-03-27,-33.92667,19.03103,2354,"N","VIIRS","N",979.73999,32.001152,76.351524,1.71,0,56.75,21.945
"460",2019-03-27,-33.93167,19.01592,2354,"N","VIIRS","N",1036.3199,24.342215,127.4417,1.71,0,56.75,21.945
"461",2019-03-27,-33.93516,19.01543,2354,"N","VIIRS","N",894.29004,17.687773,160.07463,1.71,0,56.75,21.945
"462",2019-03-27,-33.91793,19.0192,2354,"N","VIIRS","N",819.59998,19.903635,70.334564,1.71,0,56.75,21.945
"463",2019-03-27,-33.93234,19.02069,2354,"N","VIIRS","N",908.41998,1.1981465,169.82008,1.71,0,56.75,21.945
"464",2019-03-27,-33.92756,19.01183,2354,"N","VIIRS","N",1139.37,17.656549,15.644951,1.71,0,56.75,21.945
"465",2019-03-27,-33.92603,19.02644,2354,"N","VIIRS","N",1141.45,21.135603,294.9241,1.71,0,56.75,21.945
"466",2019-03-28,-33.92949,19.01532,45,"N20","VIIRS","N",1117.53,28.82733,146.35611,0.99,0,73.085,19.18
"467",2019-03-28,-33.92354,19.03671,45,"N20","VIIRS","N",719.14001,16.468187,56.380611,0.99,0,73.085,19.18
"468",2019-03-28,-33.92988,19.02544,45,"N20","VIIRS","N",1048.9384,21.234241,100.63811,0.99,0,73.085,19.18
"469",2019-03-28,-33.92516,19.01599,45,"N20","VIIRS","N",1054.39,4.1693749,348.00549,0.99,0,73.085,19.18
"470",2019-03-28,-33.93649,19.02114,45,"N20","VIIRS","N",755,24.215092,219.09073,0.99,0,73.085,19.18
"471",2019-03-28,-33.91653,19.02999,45,"N20","VIIRS","N",808.53998,19.100935,48.128845,0.99,0,73.085,19.18
"472",2019-03-28,-33.92284,19.01812,45,"N20","VIIRS","N",975.73999,27.511303,20.409845,0.99,0,73.085,19.18
"473",2019-03-28,-33.93225,19.02605,45,"N20","VIIRS","N",949.54004,19.046047,125.26144,0.99,0,73.085,19.18
"474",2019-03-28,-33.93191,19.0157,45,"N20","VIIRS","N",1059.12,33.483822,93.031288,0.99,0,73.085,19.18
"475",2019-03-28,-33.91598,19.01528,45,"N20","VIIRS","N",867.51001,30.790462,66.043266,0.99,0,73.085,19.18
"476",2019-03-28,-33.92572,19.0336,45,"N20","VIIRS","N",826.16998,27.595129,84.92984,0.99,0,73.085,19.18
"477",2019-03-28,-33.91912,19.03882,45,"N20","VIIRS","N",732.28003,11.655602,154.81953,0.99,0,73.085,19.18
"478",2019-03-28,-33.93026,19.03531,45,"N20","VIIRS","N",913.71997,19.386946,317.10086,0.99,0,73.085,19.18
"479",2019-03-28,-33.93262,19.03765,45,"N20","VIIRS","N",866.61523,33.962547,151.60548,0.99,0,73.085,19.18
"480",2019-03-28,-33.91626,19.02296,45,"N20","VIIRS","N",812.04999,46.867329,312.72327,0.99,0,73.085,19.18
"481",2019-03-28,-33.91853,19.02035,45,"N20","VIIRS","N",781.75,11.804464,358.05942,0.99,0,73.085,19.18
"482",2019-03-28,-33.91875,19.027,45,"N20","VIIRS","N",952.41998,21.570953,25.265541,0.99,0,73.085,19.18
"483",2019-03-28,-33.92313,19.02568,45,"N20","VIIRS","N",1000.07,6.5691509,352.25064,0.99,0,73.085,19.18
"484",2019-03-28,-33.9352,19.0174,905,"Terra","MODIS","D",867.45996,39.564392,176.8336,0.99,0,73.085,19.18
"485",2019-03-28,-33.9334,19.0027,905,"Terra","MODIS","D",1312.14,28.952524,104.90465,0.99,0,73.085,19.18
"486",2019-03-28,-33.93011,19.00257,1216,"N","VIIRS","D",1415.8501,23.392822,117.97643,0.99,0,73.085,19.18
"487",2019-03-28,-33.91628,19.02384,1216,"N","VIIRS","D",859.25,25.702637,334.98694,0.99,0,73.085,19.18
"488",2019-03-28,-33.9283,19.00193,2335,"N","VIIRS","N",1342.9,35.392601,28.781038,0.99,0,73.085,19.18
"489",2019-10-30,-33.98486,18.95941,1307,"N","VIIRS","D",328.95999,3.7247729,215.76572,2.83,0,71.22,13.33
"490",2019-10-31,-33.9725,18.9463,858,"Terra","MODIS","D",339.49002,17.82769,165.1321,7.09,0,52.095,18.81
"491",2019-10-31,-33.971,18.935,858,"Terra","MODIS","D",236.98999,8.8700762,267.96918,7.09,0,52.095,18.81
"492",2019-10-31,-33.98067,18.95267,1157,"N20","VIIRS","D",295.59003,8.1285172,269.96133,7.09,0,52.095,18.81
"493",2019-10-31,-33.98498,18.95589,1248,"N","VIIRS","D",304.77002,15.142406,288.45483,7.09,0,52.095,18.81
"494",2019-10-31,-33.98136,18.95493,1248,"N","VIIRS","D",324.07999,9.5994368,287.73364,7.09,0,52.095,18.81
"495",2020-03-04,-33.9697,19.04378,1203,"N","VIIRS","D",984.92004,12.67343,68.969109,1.47,0,62.625,24.015
"496",2020-03-04,-33.97256,19.04871,1254,"N20","VIIRS","D",802.20001,14.656732,78.589157,1.47,0,62.625,24.015
"497",2020-03-04,-33.97741,19.04945,1254,"N20","VIIRS","D",729.46002,24.508232,148.23517,1.47,0,62.625,24.015
"498",2020-03-04,-33.97395,19.04195,1254,"N20","VIIRS","D",965.86005,34.194065,188.60544,1.47,0,62.625,24.015
"499",2020-03-04,-33.97628,19.05063,1254,"N20","VIIRS","D",746.42285,20.043455,141.77554,1.47,0,62.625,24.015
"500",2020-03-04,-33.97369,19.04748,1254,"N20","VIIRS","D",833.67999,24.570824,106.77452,1.47,0,62.625,24.015
"501",2020-12-05,-33.96563,18.935,1138,"N20","VIIRS","D",282.41,26.912169,264.68994,6.93,0,50.825,23.455
"502",2020-12-05,-33.96124,18.93813,1138,"N20","VIIRS","D",415.56,13.762358,302.10388,6.93,0,50.825,23.455
"503",2020-12-05,-33.96532,18.94245,1138,"N20","VIIRS","D",356.70001,33.932693,293.90555,6.93,0,50.825,23.455
"504",2020-12-05,-33.9599,18.9384,1220,"Aqua","MODIS","D",366.16,17.18939,206.58534,6.93,0,50.825,23.455
"505",2020-12-05,-33.9712,18.939,1220,"Aqua","MODIS","D",270.32999,7.5812168,245.72028,6.93,0,50.825,23.455
"506",2020-12-05,-33.9729,18.9225,1220,"Aqua","MODIS","D",298.88,17.698027,56.521317,6.93,0,50.825,23.455
"507",2020-12-05,-33.9608,18.9307,1220,"Aqua","MODIS","D",292.97998,16.300751,218.41666,6.93,0,50.825,23.455
"508",2020-12-05,-33.9617,18.9198,1220,"Aqua","MODIS","D",214.52,9.8225985,237.22276,6.93,0,50.825,23.455
"509",2020-12-05,-33.96489,18.93403,1229,"N","VIIRS","D",272.20999,6.9771943,160.89757,6.93,0,50.825,23.455
"510",2020-12-05,-33.96153,18.93337,1229,"N","VIIRS","D",314.82999,6.362174,297.51398,6.93,0,50.825,23.455
"511",2020-12-05,-33.96164,18.93855,1319,"N20","VIIRS","D",416.99002,13.443254,216.7148,6.93,0,50.825,23.455
"512",2020-12-05,-33.96345,18.93163,1319,"N20","VIIRS","D",271.57999,26.450321,191.84021,6.93,0,50.825,23.455
"513",2020-12-05,-33.96774,18.93769,1319,"N20","VIIRS","D",286.88,16.124399,188.66046,6.93,0,50.825,23.455
"514",2020-12-05,-33.96252,18.93518,1319,"N20","VIIRS","D",343.50998,11.83756,254.36816,6.93,0,50.825,23.455
"515",2020-12-05,-33.96399,18.93184,1319,"N20","VIIRS","D",253.58,11.837536,192.0258,6.93,0,50.825,23.455
"516",2020-12-05,-33.96308,18.93542,1319,"N20","VIIRS","D",346.70999,13.651008,198.8938,6.93,0,50.825,23.455
"517",2020-12-05,-33.9673,18.9251,2144,"Terra","MODIS","N",220.53,5.4266047,111.91967,6.93,0,50.825,23.455
"518",2020-12-05,-33.9654,18.9366,2144,"Terra","MODIS","N",326.67999,13.778394,293.01028,6.93,0,50.825,23.455
"519",2020-12-05,-33.958,18.9228,2144,"Terra","MODIS","N",275.87,21.165815,172.1922,6.93,0,50.825,23.455
"520",2020-12-05,-33.9562,18.934,2144,"Terra","MODIS","N",419.60999,21.737341,244.72629,6.93,0,50.825,23.455
"521",2020-12-05,-33.95985,18.93316,2258,"N20","VIIRS","N",331.29001,8.1612358,162.4586,6.93,0,50.825,23.455
"522",2020-12-05,-33.95665,18.91788,2258,"N20","VIIRS","N",238.40999,16.066513,203.68834,6.93,0,50.825,23.455
"523",2020-12-05,-33.95863,18.92857,2258,"N20","VIIRS","N",321.59,13.297083,209.96242,6.93,0,50.825,23.455
"524",2020-12-05,-33.95739,18.92385,2258,"N20","VIIRS","N",285.87,24.402651,157.13638,6.93,0,50.825,23.455
"525",2020-12-05,-33.95786,18.92257,2258,"N20","VIIRS","N",276.95999,11.70089,178.64551,6.93,0,50.825,23.455
"526",2020-12-05,-33.95613,18.9191,2258,"N20","VIIRS","N",260.03,14.601838,180.22458,6.93,0,50.825,23.455
"527",2020-12-05,-33.95906,18.92724,2258,"N20","VIIRS","N",296.80002,10.920428,192.66397,6.93,0,50.825,23.455
"528",2020-12-05,-33.96024,18.93184,2258,"N20","VIIRS","N",330.5,9.3002319,219.98524,6.93,0,50.825,23.455
"529",2020-12-05,-33.9555,18.93631,2258,"N20","VIIRS","N",493.04001,19.270802,181.75104,6.93,0,50.825,23.455
"530",2020-12-05,-33.95697,18.93338,2347,"N","VIIRS","N",383.85001,25.706532,242.11429,6.93,0,50.825,23.455
"531",2020-12-05,-33.95842,18.92017,2347,"N","VIIRS","N",237.59,15.332012,188.998,6.93,0,50.825,23.455
"532",2020-12-05,-33.96304,18.92784,2347,"N","VIIRS","N",258.10999,4.711133,333.92014,6.93,0,50.825,23.455
"533",2020-12-05,-33.96033,18.93272,2347,"N","VIIRS","N",327.5,19.781107,131.15158,6.93,0,50.825,23.455
"534",2020-12-05,-33.96368,18.93202,2347,"N","VIIRS","N",259.98001,28.598341,197.99109,6.93,0,50.825,23.455
"535",2020-12-05,-33.95634,18.92921,2347,"N","VIIRS","N",370.50998,27.526022,260.32059,6.93,0,50.825,23.455
"536",2020-12-05,-33.95906,18.92435,2347,"N","VIIRS","N",267.81,14.75387,245.29025,6.93,0,50.825,23.455
"537",2020-12-05,-33.95969,18.92854,2347,"N","VIIRS","N",297.79001,9.6094198,196.80927,6.93,0,50.825,23.455
"538",2020-12-05,-33.95571,18.92504,2347,"N","VIIRS","N",340.84998,12.779938,253.69157,6.93,0,50.825,23.455
"539",2020-12-05,-33.95508,18.92088,2347,"N","VIIRS","N",284.48001,13.990253,188.06767,6.93,0,50.825,23.455
"540",2020-12-06,-33.96035,18.92596,38,"N20","VIIRS","N",266.39999,9.1825142,196.48241,6.03,0,63.33,24.035
"541",2020-12-06,-33.95547,18.92106,38,"N20","VIIRS","N",276.48001,13.800813,235.08766,6.03,0,63.33,24.035
"542",2020-12-06,-33.96011,18.92083,38,"N20","VIIRS","N",208.28,5.8715668,260.23996,6.03,0,63.33,24.035
"543",2020-12-06,-33.96058,18.93087,38,"N20","VIIRS","N",303.17999,19.350805,260.07944,6.03,0,63.33,24.035
"544",2020-12-06,-33.95387,18.92019,38,"N20","VIIRS","N",326.14001,6.7144122,160.31522,6.03,0,63.33,24.035
"545",2020-12-06,-33.9986,18.9177,2049,"Terra","MODIS","N",799.34003,24.996391,357.27505,6.03,0,63.33,24.035
"546",2020-12-06,-33.9925,18.8993,2227,"Terra","MODIS","N",371.32001,29.018221,181.58928,6.03,0,63.33,24.035
"547",2020-12-06,-33.9912,18.9054,2227,"Terra","MODIS","N",552.13,41.386055,184.49989,6.03,0,63.33,24.035
"548",2020-12-06,-33.9912,18.89956,2239,"N20","VIIRS","N",470.85001,40.619007,198.73915,6.03,0,63.33,24.035
"549",2020-12-06,-33.9855,18.89491,2329,"N","VIIRS","N",620.17999,32.507095,275.74802,6.03,0,63.33,24.035
"550",2020-12-06,-33.99722,18.89581,2329,"N","VIIRS","N",467.32001,20.983505,293.96271,6.03,0,63.33,24.035
"551",2020-12-06,-33.99366,18.8973,2329,"N","VIIRS","N",290.92999,6.1625099,244.02971,6.03,0,63.33,24.035
"552",2020-12-06,-33.99834,18.90165,2329,"N","VIIRS","N",613.29004,36.403271,10.065864,6.03,0,63.33,24.035
"553",2020-12-06,-34.00201,18.90074,2329,"N","VIIRS","N",584.06,41.006199,192.98137,6.03,0,63.33,24.035
"554",2020-12-06,-34.00086,18.89478,2329,"N","VIIRS","N",449.78,32.364716,251.13045,6.03,0,63.33,24.035
"555",2020-12-06,-33.95992,18.92171,2329,"N","VIIRS","N",218.44,8.9971037,232.01517,6.03,0,63.33,24.035
"556",2020-12-06,-33.9995,18.90769,2329,"N","VIIRS","N",831.40002,35.473537,359.39218,6.03,0,63.33,24.035
"557",2020-12-06,-33.95891,18.92457,2329,"N","VIIRS","N",275.41998,16.745552,236.0779,6.03,0,63.33,24.035
"558",2020-12-06,-33.9958,18.90842,2329,"N","VIIRS","N",527.14001,41.100719,348.46515,6.03,0,63.33,24.035
"559",2020-12-06,-33.98199,18.89664,2329,"N","VIIRS","N",745.06,51.450832,219.33496,6.03,0,63.33,24.035
"560",2020-12-06,-33.99257,18.89168,2329,"N","VIIRS","N",307.98001,26.081654,185.64018,6.03,0,63.33,24.035
"561",2020-12-06,-33.98879,18.91195,2329,"N","VIIRS","N",848.52002,38.698315,213.44972,6.03,0,63.33,24.035
"562",2020-12-07,-33.9943,18.8966,4,"Aqua","MODIS","N",303.72998,18.324539,344.71005,4.78,0,78.22,19.95
"563",2020-12-07,-33.9957,18.9076,4,"Aqua","MODIS","N",531.33997,41.256126,355.20813,4.78,0,78.22,19.95
"564",2020-12-07,-33.99539,18.90698,19,"N20","VIIRS","N",499.17999,38.195938,15.716929,4.78,0,78.22,19.95
"565",2020-12-07,-33.95742,18.92276,19,"N20","VIIRS","N",287.67001,7.1715784,201.403,4.78,0,78.22,19.95
"566",2020-12-07,-34.00297,18.89727,19,"N20","VIIRS","N",451.94,31.918934,182.92352,4.78,0,78.22,19.95
"567",2020-12-07,-33.98658,18.91589,19,"N20","VIIRS","N",1043.45,30.615774,51.972656,4.78,0,78.22,19.95
"568",2020-12-07,-33.99826,18.89798,19,"N20","VIIRS","N",554.59998,27.313263,312.49539,4.78,0,78.22,19.95
"569",2020-12-07,-33.98991,18.91175,19,"N20","VIIRS","N",793.52002,33.821007,255.4379,4.78,0,78.22,19.95
"570",2020-12-07,-33.98342,18.89231,19,"N20","VIIRS","N",480.29642,28.204374,203.60504,4.78,0,78.22,19.95
"571",2020-12-07,-33.99931,18.89669,19,"N20","VIIRS","N",520.79999,25.709343,291.99301,4.78,0,78.22,19.95
"572",2020-12-07,-33.98611,18.91011,19,"N20","VIIRS","N",1047.74,26.725889,200.7612,4.78,0,78.22,19.95
"573",2020-12-07,-33.99305,18.89309,19,"N20","VIIRS","N",301.55002,22.372297,190.95529,4.78,0,78.22,19.95
"574",2020-12-07,-33.9997,18.90133,19,"N20","VIIRS","N",684.20001,26.825874,341.39404,4.78,0,78.22,19.95
"575",2020-12-07,-33.99455,18.89689,19,"N20","VIIRS","N",319.32999,25.287827,346.92761,4.78,0,78.22,19.95
"576",2020-12-07,-33.99867,18.90265,19,"N20","VIIRS","N",616.09003,30.97946,357.05603,4.78,0,78.22,19.95
"577",2020-12-07,-33.99783,18.89312,19,"N20","VIIRS","N",347.57001,20.426054,266.27097,4.78,0,78.22,19.95
"578",2020-12-07,-33.98456,18.89143,19,"N20","VIIRS","N",403.09641,27.277145,200.46297,4.78,0,78.22,19.95
"579",2020-12-07,-33.9851,18.91141,19,"N20","VIIRS","N",1109.03,23.231846,245.81821,4.78,0,78.22,19.95
"580",2020-12-07,-34.00045,18.91024,19,"N20","VIIRS","N",890.58002,43.931038,348.46078,4.78,0,78.22,19.95
"581",2020-12-07,-34.00007,18.90581,19,"N20","VIIRS","N",803.09998,40.038399,334.30954,4.78,0,78.22,19.95
"582",2020-12-07,-33.9989,18.89182,19,"N20","VIIRS","N",322.60001,19.083284,311.84167,4.78,0,78.22,19.95
"583",2020-12-07,-33.99907,18.90717,19,"N20","VIIRS","N",782.79999,37.281582,342.65884,4.78,0,78.22,19.95
"584",2021-02-13,-33.95736,18.93633,2335,"N","VIIRS","N",437.47,11.846292,184.83162,1.53,0,67.445,23.82
"585",2021-02-22,-33.97912,19.0914,2316,"N20","VIIRS","N",796.13,43.073681,279.74664,1.79,0,58.47,19.35
"586",2021-02-23,-33.97948,19.09017,6,"N","VIIRS","N",793.13,62.547653,332.2247,1.71,0,68.715,17.905
"587",2021-02-23,-33.975,19.0904,16,"Aqua","MODIS","N",758.29999,32.384212,230.58633,1.71,0,68.715,17.905
"588",2021-02-23,-33.9859,19.0659,803,"Terra","MODIS","D",700.58002,53.013519,331.70688,1.71,0,68.715,17.905
"589",2021-02-23,-33.9829,19.0721,803,"Terra","MODIS","D",948.58002,54.197559,329.06866,1.71,0,68.715,17.905
"590",2021-02-23,-33.98742,19.07739,1138,"N20","VIIRS","D",1023.44,22.728277,49.67857,1.71,0,68.715,17.905
"591",2021-02-23,-33.98563,19.08166,1138,"N20","VIIRS","D",711.58002,31.72604,350.66925,1.71,0,68.715,17.905
"592",2021-02-23,-33.98761,19.07339,1138,"N20","VIIRS","D",1112.0299,15.607727,346.05331,1.71,0,68.715,17.905
"593",2021-02-23,-33.98582,19.07729,1138,"N20","VIIRS","D",989.02484,17.012648,54.042,1.71,0,68.715,17.905
"594",2021-02-23,-33.98602,19.07258,1138,"N20","VIIRS","D",1068.5072,15.54911,254.83553,1.71,0,68.715,17.905
"595",2021-02-23,-33.9915,19.0703,1220,"Aqua","MODIS","D",1257.38,2.7502563,83.84565,1.71,0,68.715,17.905
"596",2021-02-23,-33.98908,19.07362,1229,"N","VIIRS","D",1191.76,35.155869,3.23791,1.71,0,68.715,17.905
"597",2021-02-23,-33.98407,19.07797,1229,"N","VIIRS","D",926.78003,39.070908,56.293564,1.71,0,68.715,17.905
"598",2021-02-23,-33.97888,19.08985,1229,"N","VIIRS","D",731.13,32.636909,208.74452,1.71,0,68.715,17.905
"599",2021-02-23,-33.97823,19.09422,1229,"N","VIIRS","D",1032.13,36.463211,250.2897,1.71,0,68.715,17.905
"600",2021-02-23,-33.97952,19.08553,1229,"N","VIIRS","D",524.69,32.948887,279.1611,1.71,0,68.715,17.905
"601",2021-02-23,-33.98452,19.08108,1229,"N","VIIRS","D",682.48639,43.621521,66.679665,1.71,0,68.715,17.905
"602",2021-02-23,-33.98346,19.08213,1229,"N","VIIRS","D",589.08557,33.142761,357.17957,1.71,0,68.715,17.905
"603",2021-02-23,-33.98285,19.08632,1229,"N","VIIRS","D",548.92999,18.666918,333.00061,1.71,0,68.715,17.905
"604",2021-02-23,-33.98514,19.07693,1229,"N","VIIRS","D",980.4248,19.436731,58.219009,1.71,0,68.715,17.905
"605",2021-02-23,-33.98468,19.07382,1229,"N","VIIRS","D",1079.1801,13.614812,25.309778,1.71,0,68.715,17.905
"606",2021-02-23,-33.98159,19.08744,1319,"N20","VIIRS","D",585.99005,30.847647,214.174,1.71,0,68.715,17.905
"607",2021-02-23,-33.98266,19.08327,1319,"N20","VIIRS","D",531.73999,38.324825,10.647345,1.71,0,68.715,17.905
"608",2021-02-23,-33.98166,19.08356,1319,"N20","VIIRS","D",477.67001,22.374895,358.81763,1.71,0,68.715,17.905
"609",2021-02-23,-33.98407,19.07769,1319,"N20","VIIRS","D",942.58002,36.659294,60.01807,1.71,0,68.715,17.905
"610",2021-02-23,-33.98064,19.08745,1319,"N20","VIIRS","D",624.34998,32.357155,234.48412,1.71,0,68.715,17.905
"611",2021-02-23,-33.983,19.07845,1319,"N20","VIIRS","D",818.58002,47.551289,63.812706,1.71,0,68.715,17.905
"612",2021-02-23,-33.9466,19.0562,2144,"Terra","MODIS","N",581.35999,38.786861,27.281141,1.71,0,68.715,17.905
"613",2021-02-23,-33.9653,19.0606,2144,"Terra","MODIS","N",615.83002,38.281361,15.26405,1.71,0,68.715,17.905
"614",2021-02-23,-33.956,19.0581,2144,"Terra","MODIS","N",710.84277,42.160797,143.84404,1.71,0,68.715,17.905
"615",2021-02-23,-33.9803,19.0881,2144,"Terra","MODIS","N",665.34998,27.661745,250.89372,1.71,0,68.715,17.905
"616",2021-02-23,-33.962,19.0209,2144,"Terra","MODIS","N",1146.59,39.848476,2.7353415,1.71,0,68.715,17.905
"617",2021-02-23,-33.9746,19.0628,2144,"Terra","MODIS","N",646.69995,35.701897,98.714432,1.71,0,68.715,17.905
"618",2021-02-23,-33.958,19.0456,2144,"Terra","MODIS","N",950.51996,21.801067,180.93613,1.71,0,68.715,17.905
"619",2021-02-23,-33.9673,19.0478,2144,"Terra","MODIS","N",806.46002,29.565071,40.249985,1.71,0,68.715,17.905
"620",2021-02-23,-33.9766,19.0505,2144,"Terra","MODIS","N",730.02283,16.012318,149.94983,1.71,0,68.715,17.905
"621",2021-02-23,-33.9822,19.0762,2144,"Terra","MODIS","N",922.776,30.901424,35.885334,1.71,0,68.715,17.905
"622",2021-02-23,-33.9841,19.0646,2144,"Terra","MODIS","N",478.67599,22.677414,305.7121,1.71,0,68.715,17.905
"623",2021-02-23,-33.97668,19.06249,2258,"N20","VIIRS","N",541.10999,43.713551,140.97086,1.71,0,68.715,17.905
"624",2021-02-23,-33.96077,19.04634,2258,"N20","VIIRS","N",735.88,24.496489,40.637318,1.71,0,68.715,17.905
"625",2021-02-23,-33.96309,19.05533,2258,"N20","VIIRS","N",513.59003,43.783455,357.66791,1.71,0,68.715,17.905
"626",2021-02-23,-33.96247,19.05451,2258,"N20","VIIRS","N",491.80002,42.108414,39.031826,1.71,0,68.715,17.905
"627",2021-02-23,-33.96977,19.05846,2258,"N20","VIIRS","N",766.73004,13.052105,170.6689,1.71,0,68.715,17.905
"628",2021-02-23,-33.97002,19.06082,2258,"N20","VIIRS","N",705.06,17.80105,115.87432,1.71,0,68.715,17.905
"629",2021-02-23,-33.96564,19.04422,2258,"N20","VIIRS","N",883.21002,14.575539,57.863785,1.71,0,68.715,17.905
"630",2021-02-23,-33.95727,19.0571,2258,"N20","VIIRS","N",658.22437,54.690327,142.87732,1.71,0,68.715,17.905
"631",2021-02-23,-33.96892,19.05517,2258,"N20","VIIRS","N",807.96002,7.7216349,278.51059,1.71,0,68.715,17.905
"632",2021-02-23,-33.95245,19.05964,2258,"N20","VIIRS","N",770.8252,21.255856,147.31499,1.71,0,68.715,17.905
"633",2021-02-23,-33.9609,19.04858,2258,"N20","VIIRS","N",703.78998,37.767605,126.70016,1.71,0,68.715,17.905
"634",2021-02-23,-33.97362,19.05215,2258,"N20","VIIRS","N",766.46002,16.948809,121.49973,1.71,0,68.715,17.905
"635",2021-02-23,-33.96395,19.05862,2258,"N20","VIIRS","N",499.39001,39.377644,11.512326,1.71,0,68.715,17.905
"636",2021-02-23,-33.96552,19.042,2258,"N20","VIIRS","N",946.48004,28.026945,97.930359,1.71,0,68.715,17.905
"637",2021-02-23,-33.97062,19.06176,2258,"N20","VIIRS","N",664.51001,25.33003,112.5321,1.71,0,68.715,17.905
"638",2021-02-23,-33.94784,19.04173,2258,"N20","VIIRS","N",546.57001,32.211243,56.775272,1.71,0,68.715,17.905
"639",2021-02-23,-33.97527,19.0584,2258,"N20","VIIRS","N",784.77002,19.073666,51.2481,1.71,0,68.715,17.905
"640",2021-02-23,-33.97278,19.04897,2258,"N20","VIIRS","N",797.79999,11.855165,84.607506,1.71,0,68.715,17.905
"641",2021-02-23,-33.94936,19.07034,2258,"N20","VIIRS","N",429.20999,31.963253,65.349998,1.71,0,68.715,17.905
"642",2021-02-23,-33.94416,19.05025,2258,"N20","VIIRS","N",383.02002,25.451279,346.45639,1.71,0,68.715,17.905
"643",2021-02-23,-33.97502,19.05602,2258,"N20","VIIRS","N",750.52997,14.581086,217.35896,1.71,0,68.715,17.905
"644",2021-02-23,-33.94549,19.0554,2258,"N20","VIIRS","N",503.73001,39.507362,13.061208,1.71,0,68.715,17.905
"645",2021-02-23,-33.95054,19.05223,2258,"N20","VIIRS","N",915.80798,29.885904,351.5719,1.71,0,68.715,17.905
"646",2021-02-23,-33.94299,19.04571,2258,"N20","VIIRS","N",301.77002,15.161442,354.43961,1.71,0,68.715,17.905
"647",2021-02-23,-33.97701,19.06502,2258,"N20","VIIRS","N",381.68002,36.273552,150.38943,1.71,0,68.715,17.905
"648",2021-02-23,-33.96478,19.06183,2258,"N20","VIIRS","N",530.31,38.222404,16.693411,1.71,0,68.715,17.905
"649",2021-02-23,-33.95539,19.04827,2258,"N20","VIIRS","N",881.06,21.453865,28.616066,1.71,0,68.715,17.905
"650",2021-02-23,-33.97164,19.06694,2258,"N20","VIIRS","N",619.3692,28.026287,81.032387,1.71,0,68.715,17.905
"651",2021-02-23,-33.96632,19.04511,2258,"N20","VIIRS","N",871.16003,27.171619,47.588303,1.71,0,68.715,17.905
"652",2021-02-23,-33.96914,19.05747,2258,"N20","VIIRS","N",798.33002,20.119549,158.56433,1.71,0,68.715,17.905
"653",2021-02-23,-33.97197,19.04592,2258,"N20","VIIRS","N",929.45001,33.303871,81.235863,1.71,0,68.715,17.905
"654",2021-02-23,-33.96504,19.06425,2258,"N20","VIIRS","N",471.57999,12.908111,352.00031,1.71,0,68.715,17.905
"655",2021-02-23,-33.95464,19.04715,2258,"N20","VIIRS","N",903.24005,29.805285,54.760406,1.71,0,68.715,17.905
"656",2021-02-23,-33.94916,19.04687,2258,"N20","VIIRS","N",679.29999,29.168337,332.77344,1.71,0,68.715,17.905
"657",2021-02-23,-33.95339,19.04053,2258,"N20","VIIRS","N",817.48999,38.469078,38.831173,1.71,0,68.715,17.905
"658",2021-02-23,-33.97219,19.06783,2258,"N20","VIIRS","N",553.90997,48.124329,130.78078,1.71,0,68.715,17.905
"659",2021-02-23,-33.97117,19.04288,2258,"N20","VIIRS","N",1017.98,10.777494,48.48941,1.71,0,68.715,17.905
