OBJECTID;FID_1;LATITUDE;LONGITUDE;BRIGHTNESS;SCAN;TRACK;ACQ_DATE;ACQ_TIME;SATELLITE;INSTRUMENT;CONFIDENCE;VERSION;BRIGHT_T31;FRP;DAYNIGHT;TYPE;ID;MinElevation;MeanElevation;MaxElevation;MinSlope;MeanSlope;MaxSlope;MeanAspect;DEMResolution;ProductName;Source;Source_URL
248;9670;-33,97596;18,90434;299,38;0,41;0,6;2021-02-27 0:00:00;0032;N;VIIRS;n;2;288,26;0,55;N;0;248;1137,5199;1137,5199;1137,5199;23,380886;23,380886;23,380886;23,49501;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
249;1033;-34,00538;18,96292;328,23;0,55;0,42;2015-03-11 0:00:00;0013;N;VIIRS;n;2;291,08;5,61;N;0;249;778,49518;778,49518;778,49518;25,48156;25,48156;25,48156;302,89661;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
250;1094;-33,96218;18,95714;338,95;0,39;0,36;2015-03-11 0:00:00;1235;N;VIIRS;n;2;304,91;11,71;D;0;250;723,14001;723,14001;723,14001;32,228539;32,228539;32,228539;229,31284;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
251;9718;-33,97346;18,99259;311,84;0,44;0,46;2021-02-28 0:00:00;0013;N;VIIRS;n;2;290,65;1,25;N;0;251;1270,01;1270,01;1270,01;49,154602;49,154602;49,154602;64,555496;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
252;4642;-33,91509;18,97832;309,87;0,54;0,51;2017-02-22 0:00:00;0019;N;VIIRS;n;2;294,96;8,46;N;0;252;485,51999;485,51999;485,51999;27,771032;27,771032;27,771032;341,74274;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
253;953;-33,98005;18,95263;331,2;0,55;0,42;2015-03-11 0:00:00;0013;N;VIIRS;n;2;291,7;9,51;N;0;253;296,39001;296,39001;296,39001;8,6070824;8,6070824;8,6070824;225,55391;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
254;1050;-33,98718;18,94446;343,61;0,54;0,42;2015-03-11 0:00:00;0013;N;VIIRS;n;2;322,18;41,55;N;0;254;437,96002;437,96002;437,96002;26,511097;26,511097;26,511097;335,79794;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
255;9343;-33,97774;18,91454;356,68;0,63;0,72;2021-02-26 0:00:00;1132;N;VIIRS;l;2;289,69;14,84;D;0;255;829,13;829,13;829,13;29,637764;29,637764;29,637764;41,635052;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
256;9451;-33,96986;18,96836;339,08;0,32;0,55;2021-02-26 0:00:00;1312;N;VIIRS;n;2;296,3;8,47;D;0;256;977,09845;977,09845;977,09845;64,999367;64,999367;64,999367;202,53574;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
257;4593;-33,92747;18,98191;330,82;0,44;0,46;2017-02-21 0:00:00;1300;N;VIIRS;l;2;301,1;35,76;D;0;257;1188,256;1188,256;1188,256;25,325403;25,325403;25,325403;211,13435;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
258;9091;-33,97888;19,08985;347,76;0,39;0,36;2021-02-23 0:00:00;1229;N;VIIRS;n;2;301,83;13,42;D;0;258;731,13;731,13;731,13;32,636909;32,636909;32,636909;208,74452;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
259;9753;-33,95915;18,98736;319,42;0,41;0,37;2021-02-28 0:00:00;2354;N;VIIRS;n;2;295,37;2,3;N;0;259;628,53003;628,53003;628,53003;36,749176;36,749176;36,749176;53,966118;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
260;3969;-34,03395;18,98825;314,77;0,56;0,43;2017-01-11 0:00:00;0007;N;VIIRS;n;2;288,76;2,19;N;0;260;1399,6801;1399,6801;1399,6801;23,650902;23,650902;23,650902;26,576437;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
261;3145;-33,95634;18,9857;348,45;0,41;0,6;2016-11-21 0:00:00;1146;N;VIIRS;n;2;301,6;8,04;D;0;261;602,03998;602,03998;602,03998;29,352274;29,352274;29,352274;205,7675;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
262;1071;-33,99695;18,91575;347,01;0,39;0,36;2015-03-11 0:00:00;1235;N;VIIRS;n;2;311,67;8,96;D;0;262;724,83002;724,83002;724,83002;26,950478;26,950478;26,950478;352,98358;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
263;9418;-33,97748;18,92252;353,52;0,63;0,72;2021-02-26 0:00:00;1132;N;VIIRS;n;2;293,28;52,05;D;0;263;503,90997;503,90997;503,90997;42,303192;42,303192;42,303192;43,334713;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
264;4586;-33,93778;18,97575;354;0,44;0,46;2017-02-21 0:00:00;1300;N;VIIRS;n;2;305,34;8,76;D;0;264;1166,0901;1166,0901;1166,0901;49,289574;49,289574;49,289574;216,17584;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
265;3181;-33,96757;18,9972;312,51;0,62;0,72;2016-11-22 0:00:00;0045;N;VIIRS;n;2;286,44;3,08;N;0;265;1078,01;1078,01;1078,01;61,184826;61,184826;61,184826;224,80098;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
266;9610;-33,99583;18,91576;300,36;0,41;0,6;2021-02-27 0:00:00;0032;N;VIIRS;n;2;289,52;2,5;N;0;266;683,22998;683,22998;683,22998;18,370573;18,370573;18,370573;1,7532694;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
267;1093;-33,96345;18,94847;357,37;0,39;0,36;2015-03-11 0:00:00;1235;N;VIIRS;n;2;319,24;13,85;D;0;267;466,52002;466,52002;466,52002;22,280235;22,280235;22,280235;252,76711;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
268;9467;-33,97579;18,96611;354,79;0,32;0,55;2021-02-26 0:00:00;1312;N;VIIRS;n;2;305,51;6,11;D;0;268;621,23999;621,23999;621,23999;24,494394;24,494394;24,494394;280,93134;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
269;9214;-33,9648;19,03505;332,94;0,55;0,43;2021-02-24 0:00:00;1210;N;VIIRS;n;2;299,14;13,52;D;0;269;1274,74;1274,74;1274,74;29,994511;29,994511;29,994511;15,4601;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
270;9512;-34,00929;19,02803;367;0,32;0,55;2021-02-26 0:00:00;1312;N;VIIRS;h;2;301,53;5,06;D;0;270;1247,03;1247,03;1247,03;24,379799;24,379799;24,379799;323,91882;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
271;9240;-33,90952;19,0227;331,95;0,47;0,4;2021-02-24 0:00:00;2329;N;VIIRS;n;2;293,81;4,35;N;0;271;428,84;428,84;428,84;29,816914;29,816914;29,816914;317,57169;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
272;9588;-33,96264;18,93164;302,55;0,48;0,65;2021-02-26 0:00:00;2251;N;VIIRS;n;2;291,3;2,62;N;0;272;302,84998;302,84998;302,84998;9,1602449;9,1602449;9,1602449;230,92191;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
273;9641;-33,95422;18,92213;323,47;0,41;0,6;2021-02-27 0:00:00;0032;N;VIIRS;n;2;291,73;4,59;N;0;273;316,49002;316,49002;316,49002;12,055697;12,055697;12,055697;177,79549;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
274;9338;-34,00663;18,99995;316,46;0,76;0,77;2021-02-26 0:00:00;0051;N;VIIRS;n;2;282,96;3,6;N;0;274;794,20001;794,20001;794,20001;36,987095;36,987095;36,987095;280,05173;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
275;3883;-34,02226;18,97219;322,2;0,34;0,56;2017-01-10 0:00:00;0026;N;VIIRS;n;2;288,74;3,05;N;0;275;760,15002;760,15002;760,15002;52,395172;52,395172;52,395172;315,63229;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
276;977;-33,97016;18,93636;367;0,54;0,42;2015-03-11 0:00:00;0013;N;VIIRS;h;2;315,09;21,71;N;0;276;261,48999;261,48999;261,48999;10,327825;10,327825;10,327825;329,58142;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
277;8775;-33,95992;18,92171;298,94;0,47;0,4;2020-12-06 0:00:00;2329;N;VIIRS;n;2;288,89;0,83;N;0;277;218,44;218,44;218,44;8,9971037;8,9971037;8,9971037;232,01517;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
278;9518;-33,97124;18,93935;314,3;0,48;0,65;2021-02-26 0:00:00;2251;N;VIIRS;n;2;291,03;1,66;N;0;278;275,73001;275,73001;275,73001;5,7547145;5,7547145;5,7547145;229,12631;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
279;3146;-33,95001;18,99553;332,78;0,41;0,6;2016-11-21 0:00:00;1146;N;VIIRS;n;2;300,11;5,69;D;0;279;1084,59;1084,59;1084,59;5,251574;5,251574;5,251574;85,092651;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
280;9205;-33,98245;19,05832;354,96;0,55;0,43;2021-02-24 0:00:00;1210;N;VIIRS;n;2;315,59;43,87;D;0;280;364,92999;364,92999;364,92999;24,321981;24,321981;24,321981;154,80164;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
281;9687;-33,96385;18,95704;307,85;0,41;0,6;2021-02-27 0:00:00;0032;N;VIIRS;n;2;290,18;2,32;N;0;281;622,90997;622,90997;622,90997;23,032473;23,032473;23,032473;186,30878;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
282;9759;-34,02391;18,98374;315,4;0,41;0,37;2021-02-28 0:00:00;2354;N;VIIRS;n;2;291,03;1,28;N;0;282;1367,15;1367,15;1367,15;33,820797;33,820797;33,820797;277,5047;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
283;9677;-33,98748;18,90577;343,95;0,41;0,6;2021-02-27 0:00:00;0032;N;VIIRS;n;2;291,13;9,18;N;0;283;916,38196;916,38196;916,38196;30,265661;30,265661;30,265661;175,74524;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
284;1034;-34,00475;18,95736;331,71;0,55;0,42;2015-03-11 0:00:00;0013;N;VIIRS;n;2;293,55;5,61;N;0;284;923,33002;923,33002;923,33002;35,696915;35,696915;35,696915;328,84915;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
285;9280;-33,94327;19,01108;345,46;0,33;0,56;2021-02-25 0:00:00;1151;N;VIIRS;n;2;297,3;9,38;D;0;285;655,96997;655,96997;655,96997;64,293358;64,293358;64,293358;146,90121;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
286;1067;-33,98376;18,98557;307,54;0,55;0,42;2015-03-11 0:00:00;0013;N;VIIRS;n;2;273,71;1,01;N;0;286;699,33002;699,33002;699,33002;18,98665;18,98665;18,98665;209,33893;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
287;929;-34,00357;18,97025;301,88;0,33;0,55;2015-03-10 0:00:00;0032;N;VIIRS;n;2;286,71;1,27;N;0;287;1050,48;1050,48;1050,48;14,157155;14,157155;14,157155;122,24503;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
288;1038;-33,9979;18,93279;325,09;0,54;0,42;2015-03-11 0:00:00;0013;N;VIIRS;n;2;288,44;1,92;N;0;288;1231,49;1231,49;1231,49;31,388239;31,388239;31,388239;356,14496;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
289;9439;-33,96806;18,95361;367;0,32;0,55;2021-02-26 0:00:00;1312;N;VIIRS;h;2;303,48;64,73;D;0;289;459,88;459,88;459,88;12,645295;12,645295;12,645295;221,08005;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
290;9321;-33,9997;19,0212;310,7;0,76;0,77;2021-02-26 0:00:00;0051;N;VIIRS;n;2;280,85;2,7;N;0;290;1106,8;1106,8;1106,8;39,945972;39,945972;39,945972;17,492554;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
291;2986;-33,97192;18,99441;353,24;0,39;0,36;2016-10-28 0:00:00;1236;N;VIIRS;n;2;301,81;7;D;0;291;1013,01;1013,01;1013,01;34,393116;34,393116;34,393116;39,564877;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
292;9642;-33,95445;18,92586;332,67;0,41;0,6;2021-02-27 0:00:00;0032;N;VIIRS;n;2;293,2;4,59;N;0;292;370,62;370,62;370,62;21,204391;21,204391;21,204391;223,67851;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
293;9471;-33,9856;18,92578;367;0,32;0,55;2021-02-26 0:00:00;1312;N;VIIRS;h;2;299,55;7,53;D;0;293;799,53003;799,53003;799,53003;34,339779;34,339779;34,339779;10,11133;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
294;930;-34,00416;18,97803;318,64;0,33;0,55;2015-03-10 0:00:00;0032;N;VIIRS;n;2;288,7;1,23;N;0;294;873,32996;873,32996;873,32996;27,506767;27,506767;27,506767;48,272087;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
295;1029;-34,00867;18,95647;319,12;0,55;0,42;2015-03-11 0:00:00;0013;N;VIIRS;n;2;289,39;5,61;N;0;295;1082,36;1082,36;1082,36;47,646595;47,646595;47,646595;229,31242;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
296;9472;-33,97979;18,94964;367;0,32;0,55;2021-02-26 0:00:00;1312;N;VIIRS;h;2;306,79;19,89;D;0;296;275,76001;275,76001;275,76001;4,4152284;4,4152284;4,4152284;10,668927;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
297;9616;-34,00726;19,01332;319,35;0,41;0,61;2021-02-27 0:00:00;0032;N;VIIRS;n;2;284,91;5,29;N;0;297;1259,75;1259,75;1259,75;22,898005;22,898005;22,898005;194,86012;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
298;1027;-33,98711;18,92247;337,44;0,54;0,42;2015-03-11 0:00:00;0013;N;VIIRS;n;2;298,86;8,71;N;0;298;916,98004;916,98004;916,98004;19,881401;19,881401;19,881401;19,820992;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
299;4643;-33,92215;18,98474;343,76;0,41;0,37;2017-02-22 0:00:00;1242;N;VIIRS;n;2;313,13;24,49;D;0;299;1238,2899;1238,2899;1238,2899;17,544525;17,544525;17,544525;93,391518;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
300;9373;-33,99726;18,94318;332,35;0,63;0,72;2021-02-26 0:00:00;1132;N;VIIRS;n;2;291,59;8,25;D;0;300;838,48004;838,48004;838,48004;19,948679;19,948679;19,948679;24,226452;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
301;1114;-33,99421;18,91072;336,08;0,39;0,36;2015-03-11 0:00:00;1235;N;VIIRS;n;2;303,01;8,96;D;0;301;552,31;552,31;552,31;34,482967;34,482967;34,482967;223,63367;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
302;9246;-33,91618;19,03749;329,72;0,47;0,4;2021-02-24 0:00:00;2329;N;VIIRS;n;2;287,9;9,35;N;0;302;662,16003;662,16003;662,16003;26,143936;26,143936;26,143936;294,73514;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
303;1154;-34,00143;18,90548;308,4;0,47;0,4;2015-03-12 0:00:00;2335;N;VIIRS;n;2;286,02;0,88;N;0;303;849,49994;849,49994;849,49994;35,052109;35,052109;35,052109;230,82289;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
304;9384;-33,99057;18,93828;367;0,63;0,72;2021-02-26 0:00:00;1132;N;VIIRS;l;2;341,09;209,76;D;0;304;560,27002;560,27002;560,27002;26,327356;26,327356;26,327356;346,79977;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
305;3149;-33,9387;18,99322;341,16;0,41;0,6;2016-11-21 0:00:00;1146;N;VIIRS;n;2;293,25;4,19;D;0;305;1277,2899;1277,2899;1277,2899;22,962542;22,962542;22,962542;98,690369;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
306;9222;-33,98082;19,0369;322,77;0,47;0,39;2021-02-24 0:00:00;2329;N;VIIRS;n;2;286,15;9,59;N;0;306;970,48755;970,48755;970,48755;26,277527;26,277527;26,277527;124,5265;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
307;9554;-33,98347;18,90932;303,34;0,48;0,65;2021-02-26 0:00:00;2251;N;VIIRS;n;2;287,91;0,83;N;0;307;1083,98;1083,98;1083,98;25,622057;25,622057;25,622057;246,10449;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
308;9442;-33,96571;18,9633;367;0,32;0,55;2021-02-26 0:00:00;1312;N;VIIRS;h;2;302,25;18,37;D;0;308;892,21002;892,21002;892,21002;39,896397;39,896397;39,896397;322,12845;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
309;9517;-34,01123;19,03211;367;0,32;0,55;2021-02-26 0:00:00;1312;N;VIIRS;h;2;301,39;8,3;D;0;309;1510,3719;1510,3719;1510,3719;29,420311;29,420311;29,420311;297,79504;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
310;1043;-33,99022;18,93587;312,09;0,54;0,42;2015-03-11 0:00:00;0013;N;VIIRS;n;2;291,61;41,55;N;0;310;649,59003;649,59003;649,59003;32,112553;32,112553;32,112553;84,228348;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
311;1124;-33,95322;18,95152;313,18;0,39;0,36;2015-03-11 0:00:00;2354;N;VIIRS;n;2;290,41;1,38;N;0;311;809,50562;809,50562;809,50562;31,786592;31,786592;31,786592;248,94888;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
312;9544;-33,97264;18,94017;311,46;0,48;0,65;2021-02-26 0:00:00;2251;N;VIIRS;n;2;290,58;1,77;N;0;312;275,51001;275,51001;275,51001;1,9725848;1,9725848;1,9725848;341,39853;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
313;9269;-33,95354;19,01351;338,09;0,47;0,4;2021-02-24 0:00:00;2329;N;VIIRS;n;2;289,56;10,52;N;0;313;1143,9408;1143,9408;1143,9408;25,305902;25,305902;25,305902;39,847008;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
314;9664;-33,97511;18,98132;301,35;0,41;0,61;2021-02-27 0:00:00;0032;N;VIIRS;n;2;286,76;0,56;N;0;314;729,38;729,38;729,38;35,972031;35,972031;35,972031;265,36115;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
315;4638;-33,91547;18,98282;327,66;0,54;0,51;2017-02-22 0:00:00;0019;N;VIIRS;n;2;294,56;8,46;N;0;315;616,198;616,198;616,198;55,7383;55,7383;55,7383;4,4079833;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
316;9426;-33,969;18,9277;367;0,32;0,55;2021-02-26 0:00:00;1312;N;VIIRS;h;2;296,53;24,31;D;0;316;232,65001;232,65001;232,65001;17,0993;17,0993;17,0993;10,131479;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
317;3156;-33,92785;18,99342;301,6;0,32;0,55;2016-11-21 0:00:00;2305;N;VIIRS;n;2;286,72;0,49;N;0;317;1248,09;1248,09;1248,09;35,815823;35,815823;35,815823;177,5658;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
318;4650;-33,90497;18,99849;315,61;0,47;0,4;2017-02-23 0:00:00;0000;N;VIIRS;n;2;294,79;1,93;N;0;318;566,51001;566,51001;566,51001;43,545944;43,545944;43,545944;50,456783;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
319;9369;-33,99102;18,92566;367;0,63;0,72;2021-02-26 0:00:00;1132;N;VIIRS;h;2;291,31;101,42;D;0;319;1058,1;1058,1;1058,1;31,25622;31,25622;31,25622;33,89016;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
320;9098;-33,98005;19,0586;327,16;0,39;0,36;2021-02-23 0:00:00;2347;N;VIIRS;n;2;288,75;3,59;N;0;320;509,60001;509,60001;509,60001;33,380486;33,380486;33,380486;179,36923;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
321;9633;-33,94287;18,92361;314,71;0,41;0,6;2021-02-27 0:00:00;0032;N;VIIRS;n;2;292,43;8,14;N;0;321;539,26001;539,26001;539,26001;24,318846;24,318846;24,318846;209,31776;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
322;9365;-33,99039;18,94473;208;0,63;0,72;2021-02-26 0:00:00;1132;N;VIIRS;l;2;319,84;460,27;D;0;322;620,44403;620,44403;620,44403;29,269392;29,269392;29,269392;14,160697;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
323;8752;-33,96304;18,92784;310,52;0,39;0,36;2020-12-05 0:00:00;2347;N;VIIRS;n;2;289,47;4,25;N;0;323;258,10999;258,10999;258,10999;4,711133;4,711133;4,711133;333,92014;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
324;9417;-33,97674;18,94552;350,08;0,63;0,72;2021-02-26 0:00:00;1132;N;VIIRS;n;2;311,28;393,68;D;0;324;271,59998;271,59998;271,59998;2,8349543;2,8349543;2,8349543;205,67819;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
325;7372;-33,93299;19,02539;339,41;0,41;0,37;2019-03-27 0:00:00;2354;N;VIIRS;n;2;289,43;2,79;N;0;325;952,54004;952,54004;952,54004;4,3629909;4,3629909;4,3629909;222,52721;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
326;9761;-33,96806;18,98778;331,43;0,42;0,37;2021-03-01 0:00:00;2335;N;VIIRS;n;2;289,38;3,58;N;0;326;1061,01;1061,01;1061,01;55,419102;55,419102;55,419102;28,554287;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
327;9228;-33,9898;19,04405;307,86;0,47;0,39;2021-02-24 0:00:00;2329;N;VIIRS;n;2;287,76;2,44;N;0;327;585,57996;585,57996;585,57996;55,396019;55,396019;55,396019;275,89502;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
328;1059;-33,98466;18,95782;320,44;0,55;0,42;2015-03-11 0:00:00;0013;N;VIIRS;n;2;289,73;9,51;N;0;328;328,53;328,53;328,53;1,2006022;1,2006022;1,2006022;256,87708;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
329;2996;-33,96207;18,97419;303,48;0,41;0,37;2016-10-29 0:00:00;2336;N;VIIRS;n;2;280,72;1,07;N;0;329;1074,4445;1074,4445;1074,4445;34,81126;34,81126;34,81126;2,3658924;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
330;3158;-33,93037;18,98172;298,28;0,32;0,55;2016-11-21 0:00:00;2305;N;VIIRS;n;2;286,46;0,56;N;0;330;966,15802;966,15802;966,15802;12,628895;12,628895;12,628895;248,50519;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
331;1131;-33,96664;18,94883;304,99;0,39;0,36;2015-03-11 0:00:00;2354;N;VIIRS;n;2;294,12;1,28;N;0;331;430,78;430,78;430,78;19,216974;19,216974;19,216974;324,13663;24m;Airbus_WorldDEM4Ortho_24m;Airbus Defence and Space GmbH;http://www.intelligence-airbusds.com/worlddem
